Group,Title,docs_to_search,error,error_item,error_context,solution_item,solution_context
EKE1,EKE1_2,"['EKE1_3', 'EKE1_4']",(lo) [la] que hasta ahora se considera la peor sequía de la historia,lo,"EKE1_3 - lo
>> intercambiar recursos , lo cuál conlleva efectos
>> los mercados ya se asume y por
>> economías crecientes , lo cuál en algunos
>> los participantes y se afectan por factores
>> dependencia , que se produce como resultado

EKE1_4 - lo
>> El mundo se encuentra en un
>> la película no se trata meramente de
>> , sino que se trataba de una
>> Matrix "" , les permitía percibir un
>> Matrix "" , se enteraron de la
>> La película se convirtió en un
>> personas creyeron que se trataba de una
>> abiertamente acerca de lo que verdaderamente sucedió
>> , las autoridades se encuentran investigando la
>> enfrentar cargos si se descubre que han

",la,"EKE1_3 - la
>> La globalización ha cambiado
>> La integración de los
>> inconvenientes asociados con la globalización .
>> esa integración de los mercados ya se
>> El principal beneficio de
>> Además enriquezó a las economías que pudieron
>> siguen viviendo en la pobreza absoluta ,
>> Los beneficios relacionados con
>> Los inconvenientes asociados con
>> como resultado de la internacionalización , significa
>> El crisis financiero de
>> En vista de los efectos de la
>> La globalización claramente tiene

EKE1_4 - la
>> El mundo se encuentra
>> fuentes cercanas a el proyecto , la
>> El relato comienza en
>> Descubrieron que el mundo en el
>> conocida como "" La Matrix "" ,
>> Los programadores , encabezados
>> que permitiría a las personas escapar de
>> De acuerdo con las fuentes , los
>> algunos ajustes a la historia para hacer
>> La película se convirtió
>> Sin embargo , la verdadera naturaleza de
>> de sigilo , los individuos involucrados en
>> "" Deseamos que la población conozca la
>> Las respuestas ante estas
>> y han desacreditado la historia como una
>> Mientras tanto , las autoridades se encuentran
>> Los programadores y los
>> Indistintamente de el resultado de estas

"
EKE1,EKE1_2,"['EKE1_3', 'EKE1_4']",la que [hasta] ahora se considera la peor sequía de la historia,,,hasta,
EKE1,EKE1_2,"['EKE1_3', 'EKE1_4']",el aumento de las temperaturas ha hecho (que) más escasas y erráticas las precipitaciones,que,"EKE1_3 - que
>> cuál conlleva efectos que resultan imposibles de
>> a las economías que pudieron participar en
>> económica dependen de que sean justos los
>> Esa dependencia , que se produce como
>> , es evidente que hay que encontrar

EKE1_4 - que
>> ficción , sino que se basa en
>> computadoras descubrió algo que alteró radicalmente su
>> Descubrieron que el mundo en
>> en una solución que liberara a la
>> desarrollar un programa que permitiría a las
>> muchas personas creyeron que se trataba de
>> acerca de lo que verdaderamente sucedió .
>> "" Deseamos que la población conozca
>> falsedad , mientras que otros han expresado
>> si se descubre que han actuado de
>> la factibilidad de que estemos viviendo en

",,
EKE1,EKE1_2,"['EKE1_3', 'EKE1_4']",(el) [la] Climate Hazards Group Infrarred Precipitation Station predice que en los próximos meses,el,"EKE1_3 - el
>> La globalización ha cambiado
>> La integración de los
>> inconvenientes asociados con la globalización .
>> esa integración de los mercados ya se
>> El principal beneficio de
>> Además enriquezó a las economías que pudieron
>> siguen viviendo en la pobreza absoluta ,
>> Los beneficios relacionados con
>> Los inconvenientes asociados con
>> como resultado de la internacionalización , significa
>> El crisis financiero de
>> En vista de los efectos de la
>> La globalización claramente tiene

EKE1_4 - el
>> El mundo se encuentra
>> fuentes cercanas a el proyecto , la
>> El relato comienza en
>> Descubrieron que el mundo en el
>> conocida como "" La Matrix "" ,
>> Los programadores , encabezados
>> que permitiría a las personas escapar de
>> De acuerdo con las fuentes , los
>> algunos ajustes a la historia para hacer
>> La película se convirtió
>> Sin embargo , la verdadera naturaleza de
>> de sigilo , los individuos involucrados en
>> "" Deseamos que la población conozca la
>> Las respuestas ante estas
>> y han desacreditado la historia como una
>> Mientras tanto , las autoridades se encuentran
>> Los programadores y los
>> Indistintamente de el resultado de estas

",la,"EKE1_3 - la
>> La globalización ha cambiado
>> La integración de los
>> inconvenientes asociados con la globalización .
>> esa integración de los mercados ya se
>> El principal beneficio de
>> Además enriquezó a las economías que pudieron
>> siguen viviendo en la pobreza absoluta ,
>> Los beneficios relacionados con
>> Los inconvenientes asociados con
>> como resultado de la internacionalización , significa
>> El crisis financiero de
>> En vista de los efectos de la
>> La globalización claramente tiene

EKE1_4 - la
>> El mundo se encuentra
>> fuentes cercanas a el proyecto , la
>> El relato comienza en
>> Descubrieron que el mundo en el
>> conocida como "" La Matrix "" ,
>> Los programadores , encabezados
>> que permitiría a las personas escapar de
>> De acuerdo con las fuentes , los
>> algunos ajustes a la historia para hacer
>> La película se convirtió
>> Sin embargo , la verdadera naturaleza de
>> de sigilo , los individuos involucrados en
>> "" Deseamos que la población conozca la
>> Las respuestas ante estas
>> y han desacreditado la historia como una
>> Mientras tanto , las autoridades se encuentran
>> Los programadores y los
>> Indistintamente de el resultado de estas

"
EKE1,EKE1_2,"['EKE1_3', 'EKE1_4']",como para poder cultivar [las tierras] con éxito,,,las tierras,
EKE1,EKE1_2,"['EKE1_3', 'EKE1_4']",la leche de sus madres carece del valor nutricional mínimo para (mantenerlos) [su subsistencia],mantenerlos,,su subsistencia,
EKE1,EKE1_2,"['EKE1_3', 'EKE1_4']",hay que considerar que [hay] grupos armados [que] bloquean las fronteras,,,"hay, que","EKE1_3 - hay
>> La globalización ha cambiado de forma
>> y humana , ha transformado nuestro modelo
>> es evidente que hay que encontrar un

EKE1_4 - hay
>> en el proyecto han decidido hablar abiertamente
>> ante estas revelaciones han sido diversas .
>> Algunos han mostrado escepticismo y
>> particular si se han violado leyes de
>> se descubre que han actuado de forma
>> de la Matrix ha captado la atención

EKE1_3 - que
>> cuál conlleva efectos que resultan imposibles de
>> a las economías que pudieron participar en
>> económica dependen de que sean justos los
>> Esa dependencia , que se produce como
>> , es evidente que hay que encontrar

EKE1_4 - que
>> ficción , sino que se basa en
>> computadoras descubrió algo que alteró radicalmente su
>> Descubrieron que el mundo en
>> en una solución que liberara a la
>> desarrollar un programa que permitiría a las
>> muchas personas creyeron que se trataba de
>> acerca de lo que verdaderamente sucedió .
>> "" Deseamos que la población conozca
>> falsedad , mientras que otros han expresado
>> si se descubre que han actuado de
>> la factibilidad de que estemos viviendo en

"
EKE1,EKE1_2,"['EKE1_3', 'EKE1_4']",cualquier ayuda (interacional) [internacional],interacional,,internacional,
EKE1,EKE1_2,"['EKE1_3', 'EKE1_4']",esto incluye (a) los coches y herramientas de protección,a,"EKE1_3 - a
>> de predecir debido a la hipercomplicación de
>> para adaptar nos a el nuevo ambiente
>> flujos de capital a economías crecientes ,
>> Además enriquezó a las economías que
>> Pero aún beneficiando a unas economías ,

EKE1_4 - a
>> De acuerdo a fuentes cercanas a
>> un universo virtual a través de sus
>> Anderson , comenzaron a trabajar en una
>> programa que permitiría a las personas escapar
>> adaptar la historia a una producción cinematográfica
>> realizaron algunos ajustes a la historia para
>> filme fue ocultada a el público ,

",,
EKE1,EKE1_2,"['EKE1_3', 'EKE1_4']",herramientas de protección para los (voluntariados) [voluntarios] y encargados del transporte,voluntariados,,voluntarios,
EKE1,EKE1_2,"['EKE1_3', 'EKE1_4']",a medida (de) que aumenta la inseguridad económica del sur global,de,"EKE1_3 - de
>> globalización ha cambiado de forma drástica la
>> La integración de los mercados ,
>> , esa integración de los mercados ya
>> El principal beneficio de la globalización en
>> participar en acuerdos de liberalización exitosos como
>> , 1.200 millones de personas siguen viviendo
>> liberalización económica dependen de que sean justos
>> incluyen la sobrecomplicación de sistemas financieros y
>> produce como resultado de la internacionalización ,
>> El crisis financiero de Latinoamérica , China
>> En vista de los efectos de
>> tiene la capacidad de mejorar nuestra calidad

EKE1_4 - de
>> en un estado de consternación tras la
>> De acuerdo a fuentes
>> en la década de 1990 , cuando
>> que se trataba de una simulación creada
>> virtual a través de sus sentidos .
>> a la humanidad de la Matrix .
>> Después de años de trabajo
>> De acuerdo con las
>> proteger la seguridad de los programadores y
>> en un éxito de taquilla y generó
>> la verdadera naturaleza de el filme fue
>> , tras décadas de sigilo , los
>> , afirmó uno de los programadores ,
>> investigando la legalidad de el proyecto ,
>> que han actuado de forma ilícita .
>> Indistintamente de el resultado de

",,
EKE1,EKE1_3,['EKE1_4'],"incluyendo el capital (monetaria, informática y humana) [monetario, informático y humano]",,,,
EKE1,EKE1_3,['EKE1_4'],existen ciertos beneficios (y) [e] inconvenientes,y,"EKE1_4 - y
>> de la simulación y despertar en el
>> de este programa y optaron por adaptar
>> para el público y proteger la seguridad
>> éxito de taquilla y generó una gran
>> el público , y muchas personas creyeron
>> han mostrado escepticismo y han desacreditado la
>> de propiedad intelectual y privacidad .
>> Los programadores y los hermanos Wachowski
>> de el público y ha suscitado un

",e,
EKE1,EKE1_3,['EKE1_4'],(trás) [tras] evaluar los efectos históricos de la liberalización,trás,,tras,"EKE1_4 - tras
>> estado de consternación tras la divulgación de
>> Ahora , tras décadas de sigilo

"
EKE1,EKE1_3,['EKE1_4'],(el) [la] crisis (financiero) [financiera],"el, financiero","EKE1_4 - el
>> El mundo se encuentra
>> fuentes cercanas a el proyecto , la
>> El relato comienza en
>> Descubrieron que el mundo en el
>> conocida como "" La Matrix "" ,
>> Los programadores , encabezados
>> que permitiría a las personas escapar de
>> De acuerdo con las fuentes , los
>> algunos ajustes a la historia para hacer
>> La película se convirtió
>> Sin embargo , la verdadera naturaleza de
>> de sigilo , los individuos involucrados en
>> "" Deseamos que la población conozca la
>> Las respuestas ante estas
>> y han desacreditado la historia como una
>> Mientras tanto , las autoridades se encuentran
>> Los programadores y los
>> Indistintamente de el resultado de estas

","la, financiera","EKE1_4 - la
>> El mundo se encuentra
>> fuentes cercanas a el proyecto , la
>> El relato comienza en
>> Descubrieron que el mundo en el
>> conocida como "" La Matrix "" ,
>> Los programadores , encabezados
>> que permitiría a las personas escapar de
>> De acuerdo con las fuentes , los
>> algunos ajustes a la historia para hacer
>> La película se convirtió
>> Sin embargo , la verdadera naturaleza de
>> de sigilo , los individuos involucrados en
>> "" Deseamos que la población conozca la
>> Las respuestas ante estas
>> y han desacreditado la historia como una
>> Mientras tanto , las autoridades se encuentran
>> Los programadores y los
>> Indistintamente de el resultado de estas

"
EKE1,EKE1_3,['EKE1_4'],ilustra (ese) [este] fenómeno,ese,,este,"EKE1_4 - este
>> Esta simulación , conocida
>> la existencia de este programa y optaron
>> Las respuestas ante estas revelaciones han sido
>> el resultado de estas investigaciones , la

"
EKE1,EKE1_3,['EKE1_4'],las economías se pueden dañar por catrástrofes (políticos) [políticas],políticos,,políticas,
EKE1,EKE1_3,['EKE1_4'],lo (cuál) [cual] conlleva efectos que resultan imposibles de predecir,cuál,,cual,
EKE1,EKE1_3,['EKE1_4'],el aumento de flujos de capital (a) [en] economías crecientes,a,"EKE1_4 - a
>> De acuerdo a fuentes cercanas a
>> un universo virtual a través de sus
>> Anderson , comenzaron a trabajar en una
>> programa que permitiría a las personas escapar
>> adaptar la historia a una producción cinematográfica
>> realizaron algunos ajustes a la historia para
>> filme fue ocultada a el público ,

",en,"EKE1_4 - en
>> mundo se encuentra en un estado de
>> que se basa en sucesos reales que
>> El relato comienza en la década de
>> que el mundo en el que vivían
>> comenzaron a trabajar en una solución que
>> simulación y despertar en el mundo real
>> producción cinematográfica basada en hechos reales .
>> quienes estuvieron involucrados en el proyecto .
>> película se convirtió en un éxito de
>> los individuos involucrados en el proyecto han
>> el proyecto , en particular si se
>> que estemos viviendo en una simulación .

"
EKE1,EKE1_3,['EKE1_4'],lo (cuál) [cual] en algunos casos les permitió crecer,cuál,,cual,
EKE1,EKE1_3,['EKE1_4'],lo cual en algunos casos (los) [les] permitió crecer,los,"EKE1_4 - los
>> El mundo se encuentra
>> fuentes cercanas a el proyecto , la
>> El relato comienza en
>> Descubrieron que el mundo en el
>> conocida como "" La Matrix "" ,
>> Los programadores , encabezados
>> que permitiría a las personas escapar de
>> De acuerdo con las fuentes , los
>> algunos ajustes a la historia para hacer
>> La película se convirtió
>> Sin embargo , la verdadera naturaleza de
>> de sigilo , los individuos involucrados en
>> "" Deseamos que la población conozca la
>> Las respuestas ante estas
>> y han desacreditado la historia como una
>> Mientras tanto , las autoridades se encuentran
>> Los programadores y los
>> Indistintamente de el resultado de estas

",les,"EKE1_4 - les
>> El mundo se encuentra en un
>> la película no se trata meramente de
>> , sino que se trataba de una
>> Matrix "" , les permitía percibir un
>> Matrix "" , se enteraron de la
>> La película se convirtió en un
>> personas creyeron que se trataba de una
>> abiertamente acerca de lo que verdaderamente sucedió
>> , las autoridades se encuentran investigando la
>> enfrentar cargos si se descubre que han

"
EKE1,EKE1_3,['EKE1_4'],"además, (enriquezo) [enriqueció] a las economías que pudieron participar en acuerdos",enriquezo,,enriqueció,
EKE1,EKE1_3,['EKE1_4'],pero (aún) [aun] beneficiando a unas economías,aún,,aun,
EKE1,EKE1_3,['EKE1_4'],dependen de que sean justos los participantes y se (afectan) [ven afectados] por factores,afectan,,ven afectados,
EKE1,EKE1_3,['EKE1_4'],y las estrategias de (negocios) [negocio],negocios,,negocio,
EKE1,EKE1_3,['EKE1_4'],en partes del mundo donde no (tienen) [hay] poder,tienen,,hay,"EKE1_4 - hay
>> en el proyecto han decidido hablar abiertamente
>> ante estas revelaciones han sido diversas .
>> Algunos han mostrado escepticismo y
>> particular si se han violado leyes de
>> se descubre que han actuado de forma
>> de la Matrix ha captado la atención

"
EKE1,EKE1_4,,la película no (se trata) [es] meramente (de) una obra de ficción,"se trata, de",,es,
EKE1,EKE1_4,,"descubrieron que el mundo en el que vivían no era genuino, sino que (se trataba de) [era] una",se trataba de,,era,
