Group,Title,docs_to_search,error,error_item,error_context,solution_item,solution_context
PBZ1,PBZ1_1,"['PBZ1_2', 'PBZ1_3', 'PBZ1_4']",su comportamiento sugiere que puede suponer [un] peligro en todas las esferas de la vida,,,un,"PBZ1_2 - un
>> 2023 ha traído un par de minutos
>> se esté haciéndo una pregunta por todas
>> medida , solamente un grito de desesperanza
>> para que tuviesen un número específico de
>> gobierno turco implementó una ley que aprobó
>> Almansa , construir un edificio a prueba
>> construido edificios en una zona así ,
>> es posible prevenir un terremoto , lo
>> se encuentra en una zona sísmica ,
>> caso de que un desastre así tenga

PBZ1_3 - un
>> nos encontramos con un desafío principal de
>> necesidad de abrir un espacio par un
>> globalización ni es un fenómeno negativo ,

PBZ1_4 - un
>> Dunder Mifflin firmaron una petición de dimisión
>> Stanley Kubrick , uno de los trabajadores
>> esfuerzo para crear un entorno agradable de
>> que más de una vez había considerado
>> No obstante , una de las empleadas
>> fin de crear un buen entorno de
>> dijo que fue un valor fundamental ,

"
PBZ1,PBZ1_1,"['PBZ1_2', 'PBZ1_3', 'PBZ1_4']",muestra que (causan) [suponen] demasiado peligro,causan,"PBZ1_2 - causan
>> , el dolor causado por la perdida

PBZ1_3 - causan
>> positivo o ha causado problemas que ahora

",suponen,"PBZ1_2 - suponen
>> Los especialistas suponen que la causa

"
PBZ1,PBZ1_1,"['PBZ1_2', 'PBZ1_3', 'PBZ1_4']",ha demostrado que se deja [dominar] por sus pasiones,,,dominar,
PBZ1,PBZ1_1,"['PBZ1_2', 'PBZ1_3', 'PBZ1_4']",la oportunidad de reinserción del criminal (a) [en] la vida comunitaria,a,"PBZ1_2 - a
>> este acontecimiento conmovió a todo el mundo
>> turco dejaba llevar a cabo la construcción
>> la desastre , a pesar de que
>> tipo de edificios a cambio de pagar
>> construir un edificio a prueba de terremotos
>> decir , cercanos a el mar que
>> hacer es , a el menos ,
>> haber construido edificios a prueba de terremotos
>> Turquía está cerca a el mar y
>> hacer es esperar a el gobierno turco

PBZ1_3 - a
>> discurso refiriendo se a datos estadístícos ,
>> no trae beneficios a todos .
>> A causa de la
>> A el final de
>> A mi juicio ,

PBZ1_4 - a
>> director , debido a la actitud racista
>> opinión , respecto a el trato y
>> que lograrían convencer a la opinión pública
>> Debido a la falta de
>> no consiguieron llevar a cabo la petición

",en,"PBZ1_2 - en
>> En los primeros días
>> pregunta es , en gran medida ,
>> el momento exacto en que se ocurra
>> aparece con frecuencia en las redes sociales
>> de tantas perdidas en Turquía se encuentra
>> destrucción se encuentra en haber cometido errores
>> no se tomó en cuenta las recomendaciones
>> no se encuentra en la decisión de
>> En la zona afectada
>> menos , tomar en cuenta la ubicación
>> En este caso concreto
>> leyes más rigurosas en cuanto a planificación

PBZ1_3 - en
>> de la globalización en la situación actual
>> la humanidad vive en la pobreza .
>> la crisis financiera en continentes tales como
>> la humanidad , en vez de concentrar

PBZ1_4 - en
>> que todos jugamos en el mismo equipo
>> falta de credibilidad en las acusaciones .

"
PBZ1,PBZ1_1,"['PBZ1_2', 'PBZ1_3', 'PBZ1_4']","la cárcel, (como) una forma de protección de la sociedad e institución de resocialización",como,"PBZ1_2 - como
>> en terrenos tales como la región afectada
>> caso concreto , como esta región se
>> Además , como la parte afectada

PBZ1_3 - como
>> en continentes tales como Africa , muestra

PBZ1_4 - como
>> rechazó , así como también algunos empleados
>> Como era de imaginar
>> tanto para él como para la empresa
>> Y como consecuencia , los

",,
PBZ1,PBZ1_1,"['PBZ1_2', 'PBZ1_3', 'PBZ1_4']","la cárcel, una forma de protección de la sociedad (y) [e] institución de resocialización",y,"PBZ1_2 - y
>> centro de Turquía y el noreste de
>> trabajo , escuelas y , sobre todo
>> confusión , desesperanza y , para algunos
>> a el mar y tiene zonas con

PBZ1_3 - y
>> La pobreza y la crisis financiera

PBZ1_4 - y
>> a el trato y la actitud de
>> con ella , y que además siempre
>> lo digo yo y también Martin Luther
>> Y como consecuencia ,

",e,
PBZ1,PBZ1_1,"['PBZ1_2', 'PBZ1_3', 'PBZ1_4']",una institución destinada (para) [a] criminales,para,"PBZ1_2 - para
>> minutos de horror para la población de
>> desesperanza y , para algunos , el
>> edificios fueron aprobados para que tuviesen un
>> de el terreno para evitar tan gran

PBZ1_3 - para
>> es decir , para ella deberíamos modificar

PBZ1_4 - para
>> petición de dimisión para su director ,
>> hizo ningún esfuerzo para crear un entorno
>> abandonar su empleo para cuidar su salud
>> fundamental , tanto para él como para
>> la persona adecuada para seguir ejerciendo por

",a,"PBZ1_2 - a
>> este acontecimiento conmovió a todo el mundo
>> turco dejaba llevar a cabo la construcción
>> la desastre , a pesar de que
>> tipo de edificios a cambio de pagar
>> construir un edificio a prueba de terremotos
>> decir , cercanos a el mar que
>> hacer es , a el menos ,
>> haber construido edificios a prueba de terremotos
>> Turquía está cerca a el mar y
>> hacer es esperar a el gobierno turco

PBZ1_3 - a
>> discurso refiriendo se a datos estadístícos ,
>> no trae beneficios a todos .
>> A causa de la
>> A el final de
>> A mi juicio ,

PBZ1_4 - a
>> director , debido a la actitud racista
>> opinión , respecto a el trato y
>> que lograrían convencer a la opinión pública
>> Debido a la falta de
>> no consiguieron llevar a cabo la petición

"
PBZ1,PBZ1_1,"['PBZ1_2', 'PBZ1_3', 'PBZ1_4']",garantiza la protección de la sociedad a través (de separar a) [del aislamiento de los] criminales,de separar a,,del aislamiento de los,
PBZ1,PBZ1_1,"['PBZ1_2', 'PBZ1_3', 'PBZ1_4']","no obstante, ¿es igual de efectiva como (una) institución de resocialización?",una,"PBZ1_2 - una
>> 2023 ha traído un par de minutos
>> se esté haciéndo una pregunta por todas
>> medida , solamente un grito de desesperanza
>> para que tuviesen un número específico de
>> gobierno turco implementó una ley que aprobó
>> Almansa , construir un edificio a prueba
>> construido edificios en una zona así ,
>> es posible prevenir un terremoto , lo
>> se encuentra en una zona sísmica ,
>> caso de que un desastre así tenga

PBZ1_3 - una
>> nos encontramos con un desafío principal de
>> necesidad de abrir un espacio par un
>> globalización ni es un fenómeno negativo ,

PBZ1_4 - una
>> Dunder Mifflin firmaron una petición de dimisión
>> Stanley Kubrick , uno de los trabajadores
>> esfuerzo para crear un entorno agradable de
>> que más de una vez había considerado
>> No obstante , una de las empleadas
>> fin de crear un buen entorno de
>> dijo que fue un valor fundamental ,

",,
PBZ1,PBZ1_1,"['PBZ1_2', 'PBZ1_3', 'PBZ1_4']",un papel importante en la reinserción (a) [en] la sociedad de los que han cometido delitos,a,"PBZ1_2 - a
>> este acontecimiento conmovió a todo el mundo
>> turco dejaba llevar a cabo la construcción
>> la desastre , a pesar de que
>> tipo de edificios a cambio de pagar
>> construir un edificio a prueba de terremotos
>> decir , cercanos a el mar que
>> hacer es , a el menos ,
>> haber construido edificios a prueba de terremotos
>> Turquía está cerca a el mar y
>> hacer es esperar a el gobierno turco

PBZ1_3 - a
>> discurso refiriendo se a datos estadístícos ,
>> no trae beneficios a todos .
>> A causa de la
>> A el final de
>> A mi juicio ,

PBZ1_4 - a
>> director , debido a la actitud racista
>> opinión , respecto a el trato y
>> que lograrían convencer a la opinión pública
>> Debido a la falta de
>> no consiguieron llevar a cabo la petición

",en,"PBZ1_2 - en
>> En los primeros días
>> pregunta es , en gran medida ,
>> el momento exacto en que se ocurra
>> aparece con frecuencia en las redes sociales
>> de tantas perdidas en Turquía se encuentra
>> destrucción se encuentra en haber cometido errores
>> no se tomó en cuenta las recomendaciones
>> no se encuentra en la decisión de
>> En la zona afectada
>> menos , tomar en cuenta la ubicación
>> En este caso concreto
>> leyes más rigurosas en cuanto a planificación

PBZ1_3 - en
>> de la globalización en la situación actual
>> la humanidad vive en la pobreza .
>> la crisis financiera en continentes tales como
>> la humanidad , en vez de concentrar

PBZ1_4 - en
>> que todos jugamos en el mismo equipo
>> falta de credibilidad en las acusaciones .

"
PBZ1,PBZ1_1,"['PBZ1_2', 'PBZ1_3', 'PBZ1_4']",tales como homicidios [y] asesinatos,,,y,"PBZ1_2 - y
>> centro de Turquía y el noreste de
>> trabajo , escuelas y , sobre todo
>> confusión , desesperanza y , para algunos
>> a el mar y tiene zonas con

PBZ1_3 - y
>> La pobreza y la crisis financiera

PBZ1_4 - y
>> a el trato y la actitud de
>> con ella , y que además siempre
>> lo digo yo y también Martin Luther
>> Y como consecuencia ,

"
PBZ1,PBZ1_1,"['PBZ1_2', 'PBZ1_3', 'PBZ1_4']",a través de (separar) [la separación] del resto de la sociedad,separar,,la separación,
PBZ1,PBZ1_1,"['PBZ1_2', 'PBZ1_3', 'PBZ1_4']",a través de la separación del resto de la sociedad (a) [de] ese individuo que interrumpe,a,"PBZ1_2 - a
>> este acontecimiento conmovió a todo el mundo
>> turco dejaba llevar a cabo la construcción
>> la desastre , a pesar de que
>> tipo de edificios a cambio de pagar
>> construir un edificio a prueba de terremotos
>> decir , cercanos a el mar que
>> hacer es , a el menos ,
>> haber construido edificios a prueba de terremotos
>> Turquía está cerca a el mar y
>> hacer es esperar a el gobierno turco

PBZ1_3 - a
>> discurso refiriendo se a datos estadístícos ,
>> no trae beneficios a todos .
>> A causa de la
>> A el final de
>> A mi juicio ,

PBZ1_4 - a
>> director , debido a la actitud racista
>> opinión , respecto a el trato y
>> que lograrían convencer a la opinión pública
>> Debido a la falta de
>> no consiguieron llevar a cabo la petición

",de,"PBZ1_2 - de
>> El principio de el año 2023
>> los primeros días de el febrero tuvo
>> No cabe duda de que este acontecimiento
>> por la perdida de sus seres queridos
>> solamente un grito de desesperanza , ya
>> qué el terremoto de Turquía ha traído
>> la causa delante de tantas perdidas en
>> ocurre que antes de la desastre ,
>> aprobó este tipo de edificios a cambio
>> Aparte de dicho problema legislativo
>> edificio a prueba de terremotos no causa
>> relacionadas con construcción de edificios en terrenos
>> en la decisión de haber construido edificios
>> construcciones con más de 10 plantas .
>> la ubicación geográfica de un terreno específico
>> edificios a prueba de terremotos .
>> la parte afectada de Turquía está cerca
>> cuanto a planificación de urbanización de el

PBZ1_3 - de
>> El discurso trata de la influenciá de
>> la quinta parte de la humanidad vive
>> A causa de la pobreza ,
>> muestra la necesidad de abrir un espacio
>> A el final de el discurso ,
>> que los efectos de globalización dependen de
>> que los estudiantes de economía deberían hablar
>> ya que depende de la manera de
>> principal el bienestar de toda la humanidad

PBZ1_4 - de
>> Scott , director de Dunder Mifflin ,
>> El 7 de septiembre de 2003
>> y la actitud de el director .
>> Ya estamos hartos de este tratamiento .
>> Kubrick , uno de los trabajadores de
>> un entorno agradable de trabajo .
>> confesó que más de una vez había
>> obstante , una de las empleadas de
>> Como era de imaginar , el
>> asegurar la igualdad de el equipo .
>> , respondió , de forma sarcástica .
>> con el hecho de que Stanley tenía
>> "" De todos modos ,
>> Aunque algunos de los funcionarios de
>> a la falta de consenso entre ellos
>> cabo la petición de dimisión de el

"
PBZ1,PBZ1_1,"['PBZ1_2', 'PBZ1_3', 'PBZ1_4']",a través de (violar) [la violación de] las leyes que lo establecen,violar,,la violación de,
PBZ1,PBZ1_1,"['PBZ1_2', 'PBZ1_3', 'PBZ1_4']","es decir, una persona (quien) [que] ha cometido un delito tan grave",quien,,que,"PBZ1_2 - que
>> cabe duda de que este acontecimiento conmovió
>> escombros , hicieron que la gente se
>> desesperanza , ya que la respuesta queda
>> momento exacto en que se ocurra el
>> La segunda pregunta que aparece con frecuencia
>> Los especialistas suponen que la causa delante
>> decir , ocurre que antes de la
>> implementó una ley que aprobó este tipo
>> legislativo , ocurre que la causa de
>> Ocurre que no se tomó
>> López Almansa afirma que el problema no
>> terremoto , lo que se puede hacer
>> Ahora , lo que se debería hacer

PBZ1_3 - que
>> ha causado problemas que ahora tenemos que
>> por consiguiente , que la globalización no
>> "" , dice que los efectos de
>> Además , menciona que los estudiantes de
>> razón cuando dice que la globalización ni

PBZ1_4 - que
>> la actitud racista que este empleaba a
>> algunos empleados , que no compartían la
>> Dunder Mifflin , que es de origen
>> Además , confesó que más de una
>> él , argumentando que no entendía las
>> acusaciones , diciendo que su objetivo siempre
>> Asimismo , dijo que fue un valor
>> excepciones , ya que la raza no
>> el hecho de que Stanley tenía muchos
>> "" Encima , que todos jugamos en
>> la esperanza de que lograrían convencer a

"
PBZ1,PBZ1_1,"['PBZ1_2', 'PBZ1_3', 'PBZ1_4']",es capaz de matar (al) [a] otro,al,,a,"PBZ1_2 - a
>> este acontecimiento conmovió a todo el mundo
>> turco dejaba llevar a cabo la construcción
>> la desastre , a pesar de que
>> tipo de edificios a cambio de pagar
>> construir un edificio a prueba de terremotos
>> decir , cercanos a el mar que
>> hacer es , a el menos ,
>> haber construido edificios a prueba de terremotos
>> Turquía está cerca a el mar y
>> hacer es esperar a el gobierno turco

PBZ1_3 - a
>> discurso refiriendo se a datos estadístícos ,
>> no trae beneficios a todos .
>> A causa de la
>> A el final de
>> A mi juicio ,

PBZ1_4 - a
>> director , debido a la actitud racista
>> opinión , respecto a el trato y
>> que lograrían convencer a la opinión pública
>> Debido a la falta de
>> no consiguieron llevar a cabo la petición

"
PBZ1,PBZ1_1,"['PBZ1_2', 'PBZ1_3', 'PBZ1_4']",y una separación del (deliquente) [delincuente],deliquente,,delincuente,
PBZ1,PBZ1_1,"['PBZ1_2', 'PBZ1_3', 'PBZ1_4']","ahora bien, ¿(cual) [cuál] ...?",cual,"PBZ1_2 - cual
>> 7.4 , el cual destruyó casas ,
>> esperar porque sabemos cuales son las zonas
>> más , lo cual , a el

PBZ1_3 - cual
>> , según los cuales la quinta parte

PBZ1_4 - cual
>> , por lo cual , de verdad

",cuál,
PBZ1,PBZ1_1,"['PBZ1_2', 'PBZ1_3', 'PBZ1_4']","ahora bien, ¿(cuál) [cuáles] serían las posibles formas de resocialización en el caso de delitos graves?",cuál,,cuáles,
PBZ1,PBZ1_1,"['PBZ1_2', 'PBZ1_3', 'PBZ1_4']",hay que introducir un programa de resocialización que sea adecuado (con respecto a) [para] cada uno,con respecto a,,para,"PBZ1_2 - para
>> minutos de horror para la población de
>> desesperanza y , para algunos , el
>> edificios fueron aprobados para que tuviesen un
>> de el terreno para evitar tan gran

PBZ1_3 - para
>> es decir , para ella deberíamos modificar

PBZ1_4 - para
>> petición de dimisión para su director ,
>> hizo ningún esfuerzo para crear un entorno
>> abandonar su empleo para cuidar su salud
>> fundamental , tanto para él como para
>> la persona adecuada para seguir ejerciendo por

"
PBZ1,PBZ1_1,"['PBZ1_2', 'PBZ1_3', 'PBZ1_4']",aunque estos también se caracterizan por [entrañar] bastante complejidad,,,entrañar,
PBZ1,PBZ1_1,"['PBZ1_2', 'PBZ1_3', 'PBZ1_4']",la mayoría de los [individuos] que cometen este tipo de delitos sufre de una enfermedad,,,individuos,
PBZ1,PBZ1_1,"['PBZ1_2', 'PBZ1_3', 'PBZ1_4']",insistiendo [en] que la crueldad con la cual,,,en,"PBZ1_2 - en
>> En los primeros días
>> pregunta es , en gran medida ,
>> el momento exacto en que se ocurra
>> aparece con frecuencia en las redes sociales
>> de tantas perdidas en Turquía se encuentra
>> destrucción se encuentra en haber cometido errores
>> no se tomó en cuenta las recomendaciones
>> no se encuentra en la decisión de
>> En la zona afectada
>> menos , tomar en cuenta la ubicación
>> En este caso concreto
>> leyes más rigurosas en cuanto a planificación

PBZ1_3 - en
>> de la globalización en la situación actual
>> la humanidad vive en la pobreza .
>> la crisis financiera en continentes tales como
>> la humanidad , en vez de concentrar

PBZ1_4 - en
>> que todos jugamos en el mismo equipo
>> falta de credibilidad en las acusaciones .

"
PBZ1,PBZ1_1,"['PBZ1_2', 'PBZ1_3', 'PBZ1_4']",la crueldad con la cual cometieron (estas) [estos] crímenes,estas,"PBZ1_2 - estas
>> duda de que este acontecimiento conmovió a
>> Esta pregunta es ,
>> ley que aprobó este tipo de edificios
>> un edificio en este tipo de terreno
>> En este caso concreto ,
>> de edificios a estas condiciones .

PBZ1_3 - estas
>> propia opinión sobre este fenómeno .

PBZ1_4 - estas
>> actitud racista que este empleaba a sus
>> estamos hartos de este tratamiento .
>> "" Por esta razón siempre he

",estos,"PBZ1_2 - estos
>> duda de que este acontecimiento conmovió a
>> Esta pregunta es ,
>> ley que aprobó este tipo de edificios
>> un edificio en este tipo de terreno
>> En este caso concreto ,
>> de edificios a estas condiciones .

PBZ1_3 - estos
>> propia opinión sobre este fenómeno .

PBZ1_4 - estos
>> actitud racista que este empleaba a sus
>> estamos hartos de este tratamiento .
>> "" Por esta razón siempre he

"
PBZ1,PBZ1_1,"['PBZ1_2', 'PBZ1_3', 'PBZ1_4']",demasiado peligro (por) [para] los demás,por,"PBZ1_2 - por
>> el dolor causado por la perdida de
>> Específicamente , ¿ por qué el terremoto
>> la zona afectada por el terremoto había

PBZ1_3 - por
>> Está claro , por consiguiente , que
>> , si tomaremos por el objetivo principal

PBZ1_4 - por
>> Mifflin , acusado por racismo
>> "" Por esta razón siempre
>> Luther King , por lo cual ,
>> para seguir ejerciendo por más tiempo el

",para,"PBZ1_2 - para
>> minutos de horror para la población de
>> desesperanza y , para algunos , el
>> edificios fueron aprobados para que tuviesen un
>> de el terreno para evitar tan gran

PBZ1_3 - para
>> es decir , para ella deberíamos modificar

PBZ1_4 - para
>> petición de dimisión para su director ,
>> hizo ningún esfuerzo para crear un entorno
>> abandonar su empleo para cuidar su salud
>> fundamental , tanto para él como para
>> la persona adecuada para seguir ejerciendo por

"
PBZ1,PBZ1_1,"['PBZ1_2', 'PBZ1_3', 'PBZ1_4']",por lo cual deberían ser (puestos) [condenados] al confinamiento en solitario,puestos,,condenados,
PBZ1,PBZ1_1,"['PBZ1_2', 'PBZ1_3', 'PBZ1_4']",por lo cual deberían ser (condenado) [condenados] al confinamiento en solitario,condenado,,condenados,
PBZ1,PBZ1_1,"['PBZ1_2', 'PBZ1_3', 'PBZ1_4']",ambas soluciones parecen venir del prejuicio [de] que el papel de la cárcel,,,de,"PBZ1_2 - de
>> El principio de el año 2023
>> los primeros días de el febrero tuvo
>> No cabe duda de que este acontecimiento
>> por la perdida de sus seres queridos
>> solamente un grito de desesperanza , ya
>> qué el terremoto de Turquía ha traído
>> la causa delante de tantas perdidas en
>> ocurre que antes de la desastre ,
>> aprobó este tipo de edificios a cambio
>> Aparte de dicho problema legislativo
>> edificio a prueba de terremotos no causa
>> relacionadas con construcción de edificios en terrenos
>> en la decisión de haber construido edificios
>> construcciones con más de 10 plantas .
>> la ubicación geográfica de un terreno específico
>> edificios a prueba de terremotos .
>> la parte afectada de Turquía está cerca
>> cuanto a planificación de urbanización de el

PBZ1_3 - de
>> El discurso trata de la influenciá de
>> la quinta parte de la humanidad vive
>> A causa de la pobreza ,
>> muestra la necesidad de abrir un espacio
>> A el final de el discurso ,
>> que los efectos de globalización dependen de
>> que los estudiantes de economía deberían hablar
>> ya que depende de la manera de
>> principal el bienestar de toda la humanidad

PBZ1_4 - de
>> Scott , director de Dunder Mifflin ,
>> El 7 de septiembre de 2003
>> y la actitud de el director .
>> Ya estamos hartos de este tratamiento .
>> Kubrick , uno de los trabajadores de
>> un entorno agradable de trabajo .
>> confesó que más de una vez había
>> obstante , una de las empleadas de
>> Como era de imaginar , el
>> asegurar la igualdad de el equipo .
>> , respondió , de forma sarcástica .
>> con el hecho de que Stanley tenía
>> "" De todos modos ,
>> Aunque algunos de los funcionarios de
>> a la falta de consenso entre ellos
>> cabo la petición de dimisión de el

"
