Group,Title,docs_to_search,error,error_item,error_context,solution_item,solution_context
IDG1,IDG1_1,"['IDG1_2', 'IDG1_3', 'IDG1_4']","el sistema de detención debe ser reformado, con un enfoque (de) [en] la rehabilitación",de,"IDG1_2 - de
>> solo las montañas de el altiplano escocesa
>> , los residentes de varios pueblos británicos
>> Siguiendo los consejos de organizaciones que proyectan
>> mantener la tranquilidad de Thor , el
>> importancia que tiene de repente .
>> poco , antes de su viaje a
>> por la noche de el primer de
>> años , después de las preciadas Wally
>> las morsas lejos de su entorno natural
>> La temperatura de el mar está
>> , el entorno de las morsas está
>> un señal triste de la futura para

IDG1_3 - de
>> Este discurso trata de la globalización ,
>> como un proceso de aumentar las divisiones
>> pone más conectado de manera financiera ,
>> El objetivo de el debate es
>> Todavía hay más de 102.000 personas en
>> un riesgo elevado de crisis económica .
>> muestra el impacto de los países más
>> no es algo de el diablo ,
>> En modo de conclusión , no
>> reducir el impacto de los problemas a

IDG1_4 - de
>> , los habitantes de Nueva York observaron
>> una invasión mortífera de extraterrestres , y
>> y los dueños de los negocios procedían
>> De repente , las
>> Miles de Chitauri pasó por
>> , un grupo de superhéroes , Nueva
>> el billonario titular de Stark Industries ;
>> , el semidios de relámpago ; y
>> De repente , Iron
>> destruyendo el centro de control y matando
>> cuenta la cuesta de esta victoria .
>> y causaron millones de dólares de daños
>> , la gente de Nueva York es

",en,"IDG1_2 - en
>> : la morsa en un gran recorrido
>> años , generalmente en el Árctico .
>> pesquero y turístico en Yorkshire .
>> 650 kilómetros , en tres semanas .
>> comenzó a aumentar en número .
>> sus nuevos amigos en Scarborough mientras que
>> la morsa estaba en Scarborough solamente para
>> de Blyth , en el norte de
>> el Reino Unido en los últimos años

IDG1_3 - en
>> asuntos más importantes en nuestra sociedad actual
>> En general , se
>> En primer lugar ,
>> de 102.000 personas en pobreza absoluta ,
>> sobre las crisis en América Latina ,
>> En modo de conclusión

IDG1_4 - en
>> ¡ Extraterrestres en Manhattan !
>> por un portal en el cielo a
>> que causó caos en Nuevo Méjico el
>> , debemos tener en cuenta la cuesta

"
IDG1,IDG1_1,"['IDG1_2', 'IDG1_3', 'IDG1_4']","el sistema de detención debe ser reformado, con un enfoque en [la] rehabilitación",,,la,"IDG1_2 - la
>> Thor : la morsa en un
>> El Reino Unido posee
>> no vemos es la morsa .
>> marino enorme , las morsas pueden alcanzar
>> , generalmente en el Árctico .
>> Como resultado , los residentes de varios
>> Para los que no conocen
>> Por eso , la morsa necesitó una
>> Una vez que los residentes habían descubierto
>> Siguiendo los consejos de organizaciones
>> Para mantener la tranquilidad de Thor
>> no actuó para la audiencia .
>> Thor dio la bienvenida a el
>> Las fotos son realmente
>> A el fondo , un
>> A el frente una morsa
>> Los expertos pensaban que
>> A el final , la
>> El día siguiente ,
>> La pregunta más frecuente
>> Thor llegó a el Reino Unido ?
>> ( Thor fue la tercera morsa a
>> La respuesta no les
>> La temperatura de el
>> Como resultado , el entorno de las
>> señal triste de la futura para las
>> La pregunta : ¿

IDG1_3 - la
>> La globalización
>> discurso trata de la globalización , uno
>> proceso de aumentar las divisiones de el
>> O sea , el mundo se pone
>> El objetivo de el
>> primer lugar , la habladora no cree
>> absoluta , y la globalización no la
>> paz mientras que la globalización contribuye a
>> Además , el debate atribuye a
>> un estudio sobre las crisis en América
>> La habladora utiliza este
>> no creo que la globalización sea la
>> que podemos utilizar la globalización para reducir

IDG1_4 - la
>> Ayer , los habitantes de Nueva
>> Por la primera vez ,
>> Los viajeros diarios ,
>> De repente , las criaturas aparecieron por
>> Todo el mundo intentó a
>> extraterrestres , llamados los Chitauri , eran
>> Chitauri pasó por el portal , por
>> , cuando aparecieron los Vengadores , un
>> Los Vengadores incluyaban Tony
>> ; Thor , el semidios de relámpago
>> sus habilidades , los neoyorquinos fueron evacuados
>> y luego por el portal .
>> Empujó el misil hacia el
>> Los Vengadores cerraron el
>> Por el contrario , debemos
>> Los Chitauri mataron a
>> embargo , a el fin y a

"
IDG1,IDG1_1,"['IDG1_2', 'IDG1_3', 'IDG1_4']",el sistema (enfoque) [se enfoca] demasiado en el castigo,enfoque,,se enfoca,
IDG1,IDG1_1,"['IDG1_2', 'IDG1_3', 'IDG1_4']","(en primero) [en primer lugar], creo que las cárceles no funcionan",en primero,"IDG1_3 - en primero
>> En primer lugar , la

",en primer lugar,"IDG1_3 - en primer lugar
>> En primer lugar , la habladora

"
IDG1,IDG1_1,"['IDG1_2', 'IDG1_3', 'IDG1_4']","aproximadamente el 31,6% de [los] prisioneros vuelven a prisión",,,los,"IDG1_2 - los
>> Thor : la morsa en un
>> El Reino Unido posee
>> no vemos es la morsa .
>> marino enorme , las morsas pueden alcanzar
>> , generalmente en el Árctico .
>> Como resultado , los residentes de varios
>> Para los que no conocen
>> Por eso , la morsa necesitó una
>> Una vez que los residentes habían descubierto
>> Siguiendo los consejos de organizaciones
>> Para mantener la tranquilidad de Thor
>> no actuó para la audiencia .
>> Thor dio la bienvenida a el
>> Las fotos son realmente
>> A el fondo , un
>> A el frente una morsa
>> Los expertos pensaban que
>> A el final , la
>> El día siguiente ,
>> La pregunta más frecuente
>> Thor llegó a el Reino Unido ?
>> ( Thor fue la tercera morsa a
>> La respuesta no les
>> La temperatura de el
>> Como resultado , el entorno de las
>> señal triste de la futura para las
>> La pregunta : ¿

IDG1_3 - los
>> La globalización
>> discurso trata de la globalización , uno
>> proceso de aumentar las divisiones de el
>> O sea , el mundo se pone
>> El objetivo de el
>> primer lugar , la habladora no cree
>> absoluta , y la globalización no la
>> paz mientras que la globalización contribuye a
>> Además , el debate atribuye a
>> un estudio sobre las crisis en América
>> La habladora utiliza este
>> no creo que la globalización sea la
>> que podemos utilizar la globalización para reducir

IDG1_4 - los
>> Ayer , los habitantes de Nueva
>> Por la primera vez ,
>> Los viajeros diarios ,
>> De repente , las criaturas aparecieron por
>> Todo el mundo intentó a
>> extraterrestres , llamados los Chitauri , eran
>> Chitauri pasó por el portal , por
>> , cuando aparecieron los Vengadores , un
>> Los Vengadores incluyaban Tony
>> ; Thor , el semidios de relámpago
>> sus habilidades , los neoyorquinos fueron evacuados
>> y luego por el portal .
>> Empujó el misil hacia el
>> Los Vengadores cerraron el
>> Por el contrario , debemos
>> Los Chitauri mataron a
>> embargo , a el fin y a

"
IDG1,IDG1_1,"['IDG1_2', 'IDG1_3', 'IDG1_4']",pero (es) [está] claro que no es efectivo,es,"IDG1_2 - es
>> normalmente no vemos es la morsa .
>> conocen Scarborough , es un pueblo pesquero
>> ¡ No es exactamente un oasis
>> Fue una lástima ,
>> Su incomparable majestad fue recompensa suficiente !
>> Las fotos son realmente impresivas .
>> , y que era joven : entre
>> a los expertos fue : ¿ Por
>> No es normal , pero
>> el cambio climático es responsable por las
>> Es probable que Thor
>> Es un señal triste

IDG1_3 - es
>> O sea , el mundo
>> de el debate es evaluar la globalización
>> que la globalización sea sin efectos negativos
>> la reduce porque es más probable que
>> la globalización no es algo de el
>> que la globalización sea la única causa

IDG1_4 - es
>> y el pánico era visceral .
>> tranquilo como nunca… es decir , muy
>> los Chitauri , eran criaturas muy fuertes
>> Cada uno era aterrador , pero
>> , cuyos nombres son actualmente desconocidos .
>> , los neoyorquinos fueron evacuados por la
>> Iron Man se fue volando , antes
>> de Nueva York es fuerte , y

",está,"IDG1_2 - está
>> varios pueblos británicos estaban muy sorprendidos cuando
>> todo el mundo estuvo respectuoso e intentó
>> , pero nadie estaba enfadado , aunque
>> , la morsa estaba en Scarborough solamente
>> día siguiente , estaba listo , y
>> de el mar está aumentando y el
>> de las morsas está disminuyendo , y

IDG1_4 - está
>> y Nueva York estaba tan tranquilo como

"
IDG1,IDG1_1,"['IDG1_2', 'IDG1_3', 'IDG1_4']","aún después de una pena de prisión, mucha gente (comité) [comete] otros delitos",comité,,comete,
IDG1,IDG1_1,"['IDG1_2', 'IDG1_3', 'IDG1_4']","aún después de una pena de prisión, mucha gente comete (otras ofensas) [otros delitos]",otras ofensas,,otros delitos,
IDG1,IDG1_1,"['IDG1_2', 'IDG1_3', 'IDG1_4']","sin embargo, las estadísticas no lo (acuerdan) [respaldan]",acuerdan,,respaldan,
IDG1,IDG1_1,"['IDG1_2', 'IDG1_3', 'IDG1_4']","sin embargo, las estadísticas no [lo] respaldan",,,lo,"IDG1_2 - lo
>> cuando una morsa les visitó durante la
>> La respuesta no les sorprendió : el
>> comer , y se perdiera , un
>> : ¿ dónde lo veremos la próxima

IDG1_3 - lo
>> En general , se defina como un
>> , el mundo se pone más conectado

IDG1_4 - lo
>> a huir esconder se , pero los
>> , Iron Man se fue volando ,
>> Tres hurras por ellos !

"
IDG1,IDG1_1,"['IDG1_2', 'IDG1_3', 'IDG1_4']","la tasa de reincidencia es del 76,6% de [los] prisioneros en cinco años",,,los,"IDG1_2 - los
>> Thor : la morsa en un
>> El Reino Unido posee
>> no vemos es la morsa .
>> marino enorme , las morsas pueden alcanzar
>> , generalmente en el Árctico .
>> Como resultado , los residentes de varios
>> Para los que no conocen
>> Por eso , la morsa necesitó una
>> Una vez que los residentes habían descubierto
>> Siguiendo los consejos de organizaciones
>> Para mantener la tranquilidad de Thor
>> no actuó para la audiencia .
>> Thor dio la bienvenida a el
>> Las fotos son realmente
>> A el fondo , un
>> A el frente una morsa
>> Los expertos pensaban que
>> A el final , la
>> El día siguiente ,
>> La pregunta más frecuente
>> Thor llegó a el Reino Unido ?
>> ( Thor fue la tercera morsa a
>> La respuesta no les
>> La temperatura de el
>> Como resultado , el entorno de las
>> señal triste de la futura para las
>> La pregunta : ¿

IDG1_3 - los
>> La globalización
>> discurso trata de la globalización , uno
>> proceso de aumentar las divisiones de el
>> O sea , el mundo se pone
>> El objetivo de el
>> primer lugar , la habladora no cree
>> absoluta , y la globalización no la
>> paz mientras que la globalización contribuye a
>> Además , el debate atribuye a
>> un estudio sobre las crisis en América
>> La habladora utiliza este
>> no creo que la globalización sea la
>> que podemos utilizar la globalización para reducir

IDG1_4 - los
>> Ayer , los habitantes de Nueva
>> Por la primera vez ,
>> Los viajeros diarios ,
>> De repente , las criaturas aparecieron por
>> Todo el mundo intentó a
>> extraterrestres , llamados los Chitauri , eran
>> Chitauri pasó por el portal , por
>> , cuando aparecieron los Vengadores , un
>> Los Vengadores incluyaban Tony
>> ; Thor , el semidios de relámpago
>> sus habilidades , los neoyorquinos fueron evacuados
>> y luego por el portal .
>> Empujó el misil hacia el
>> Los Vengadores cerraron el
>> Por el contrario , debemos
>> Los Chitauri mataron a
>> embargo , a el fin y a

"
IDG1,IDG1_1,"['IDG1_2', 'IDG1_3', 'IDG1_4']",la tasa de reincidencia en Noruega es solamente [de] un 20%,,,de,"IDG1_2 - de
>> solo las montañas de el altiplano escocesa
>> , los residentes de varios pueblos británicos
>> Siguiendo los consejos de organizaciones que proyectan
>> mantener la tranquilidad de Thor , el
>> importancia que tiene de repente .
>> poco , antes de su viaje a
>> por la noche de el primer de
>> años , después de las preciadas Wally
>> las morsas lejos de su entorno natural
>> La temperatura de el mar está
>> , el entorno de las morsas está
>> un señal triste de la futura para

IDG1_3 - de
>> Este discurso trata de la globalización ,
>> como un proceso de aumentar las divisiones
>> pone más conectado de manera financiera ,
>> El objetivo de el debate es
>> Todavía hay más de 102.000 personas en
>> un riesgo elevado de crisis económica .
>> muestra el impacto de los países más
>> no es algo de el diablo ,
>> En modo de conclusión , no
>> reducir el impacto de los problemas a

IDG1_4 - de
>> , los habitantes de Nueva York observaron
>> una invasión mortífera de extraterrestres , y
>> y los dueños de los negocios procedían
>> De repente , las
>> Miles de Chitauri pasó por
>> , un grupo de superhéroes , Nueva
>> el billonario titular de Stark Industries ;
>> , el semidios de relámpago ; y
>> De repente , Iron
>> destruyendo el centro de control y matando
>> cuenta la cuesta de esta victoria .
>> y causaron millones de dólares de daños
>> , la gente de Nueva York es

"
IDG1,IDG1_1,"['IDG1_2', 'IDG1_3', 'IDG1_4']",(y) [hecho que] ha sido atribuido a su sistema de cárceles más humano,y,"IDG1_2 - y
>> frailecillos , ciervos y focas , entre
>> Viven entre 20 y 30 años ,
>> un pueblo pesquero y turístico en Yorkshire
>> cielo gris , y una audiencia enamorada
>> buena salud , y que era joven
>> estaba listo , y por la noche
>> las preciadas Wally y Freya ) .
>> mar está aumentando y el hielo está
>> está disminuyendo , y tienen menos comida
>> para comer , y se perdiera ,
>> las morsas , y tenemos que extender

IDG1_3 - y
>> , con sistemas y empresas más internacionales
>> evaluar la globalización y analizar sus consecuencias
>> pobreza absoluta , y la globalización no
>> Latina , Asia y Rúsia , que
>> con menos pobreza y más estabilidad .

IDG1_4 - y
>> de extraterrestres , y el pánico era
>> , los turistas y los dueños de
>> la tarde , y empezaron sin vacilación
>> criaturas muy fuertes y rápidos , con
>> de relámpago ; y dos espías de
>> a sus poderes y sus habilidades ,
>> alto , hacia y luego por el
>> centro de control y matando todos los
>> el portal , y Iron Man pudo
>> 74 personas , y causaron millones de
>> a el fin y a el cabo

",hecho que,
IDG1,IDG1_1,"['IDG1_2', 'IDG1_3', 'IDG1_4']",es necesario recordar que los internos son (todavía) [también] seres humanos,todavía,"IDG1_3 - todavía
>> Todavía hay más de

IDG1_4 - todavía
>> por una entidad todavía desconocida .

",también,"IDG1_2 - también
>> Dorset , sino también los animales con

"
IDG1,IDG1_1,"['IDG1_2', 'IDG1_3', 'IDG1_4']",publicó un reportaje inquietante sobre el [importante] número (importante) de denuncias,importante,"IDG1_3 - importante
>> los asuntos más importantes en nuestra sociedad

",importante,"IDG1_3 - importante
>> los asuntos más importantes en nuestra sociedad

"
IDG1,IDG1_1,"['IDG1_2', 'IDG1_3', 'IDG1_4']",algunos dirían que los internos no merecen un (tratamiento) [trato] amable,tratamiento,,trato,
IDG1,IDG1_1,"['IDG1_2', 'IDG1_3', 'IDG1_4']","pero no es justo, ni (correlacionado) [conforme] a la ley española",correlacionado,,conforme,
IDG1,IDG1_1,"['IDG1_2', 'IDG1_3', 'IDG1_4']",hay que asegurar que los derechos humanos de los prisioneros sean (respectados) [respetados],respectados,,respetados,
IDG1,IDG1_1,"['IDG1_2', 'IDG1_3', 'IDG1_4']","en Noruega, donde el sistema (enfoque) [se enfoca] más en la rehabilitación",enfoque,,se enfoca,
IDG1,IDG1_1,"['IDG1_2', 'IDG1_3', 'IDG1_4']",el 40% de los prisioneros que (eran) [estaban] en paro antes de ir a la cárcel,eran,"IDG1_2 - eran
>> normalmente no vemos es la morsa .
>> conocen Scarborough , es un pueblo pesquero
>> ¡ No es exactamente un oasis
>> Fue una lástima ,
>> Su incomparable majestad fue recompensa suficiente !
>> Las fotos son realmente impresivas .
>> , y que era joven : entre
>> a los expertos fue : ¿ Por
>> No es normal , pero
>> el cambio climático es responsable por las
>> Es probable que Thor
>> Es un señal triste

IDG1_3 - eran
>> O sea , el mundo
>> de el debate es evaluar la globalización
>> que la globalización sea sin efectos negativos
>> la reduce porque es más probable que
>> la globalización no es algo de el
>> que la globalización sea la única causa

IDG1_4 - eran
>> y el pánico era visceral .
>> tranquilo como nunca… es decir , muy
>> los Chitauri , eran criaturas muy fuertes
>> Cada uno era aterrador , pero
>> , cuyos nombres son actualmente desconocidos .
>> , los neoyorquinos fueron evacuados por la
>> Iron Man se fue volando , antes
>> de Nueva York es fuerte , y

",estaban,"IDG1_2 - estaban
>> varios pueblos británicos estaban muy sorprendidos cuando
>> todo el mundo estuvo respectuoso e intentó
>> , pero nadie estaba enfadado , aunque
>> , la morsa estaba en Scarborough solamente
>> día siguiente , estaba listo , y
>> de el mar está aumentando y el
>> de las morsas está disminuyendo , y

IDG1_4 - estaban
>> y Nueva York estaba tan tranquilo como

"
IDG1,IDG1_2,"['IDG1_3', 'IDG1_4']",es una señal triste (de la futura) [del futuro] para las morsas,de la futura,,del futuro,
IDG1,IDG1_2,"['IDG1_3', 'IDG1_4']",Thor fue la tercera morsa (al) [en] Reino Unido en los últimos años,al,,en,"IDG1_3 - en
>> asuntos más importantes en nuestra sociedad actual
>> En general , se
>> En primer lugar ,
>> de 102.000 personas en pobreza absoluta ,
>> sobre las crisis en América Latina ,
>> En modo de conclusión

IDG1_4 - en
>> ¡ Extraterrestres en Manhattan !
>> por un portal en el cielo a
>> que causó caos en Nuevo Méjico el
>> , debemos tener en cuenta la cuesta

"
IDG1,IDG1_2,"['IDG1_3', 'IDG1_4']",una vez que los residentes hubieron descubierto [a] Thor,,,a,"IDG1_3 - a
>> las empresas irán a los países donde
>> la globalización contribuye a la pobreza sin
>> el debate atribuye a la globalización un
>> para dar importancia a su conclusión :
>> de los problemas a los que ha

IDG1_4 - a
>> en el cielo a las 12:34 por
>> el mundo intentó a huir esconder se
>> Gracias a sus poderes y
>> Man pudo volver a la Tierra el
>> Los Chitauri mataron a 74 personas ,
>> Sin embargo , a el fin y

"
IDG1,IDG1_2,"['IDG1_3', 'IDG1_4']",las fotos son realmente (impresivas) [impresionantes],impresivas,,impresionantes,
IDG1,IDG1_2,"['IDG1_3', 'IDG1_4']","(un mamífero marino enorme) [mamíferos marinos enormes], las morsas pueden alcanzar",un mamífero marino enorme,,mamíferos marinos enormes,
IDG1,IDG1_2,"['IDG1_3', 'IDG1_4']",Thor dio la bienvenida al 2023 con sus nuevos amigos en Scarborough mientras (que) recuperaba,que,"IDG1_3 - que
>> laboral , mientras que el mundo financiero
>> habladora no cree que la globalización sea
>> es más probable que la gente pierda
>> tenemos paz mientras que la globalización contribuye
>> y Rúsia , que muestra el impacto
>> , no creo que la globalización sea
>> Creo que podemos utilizar la

IDG1_4 - que
>> con horror mientras que una flota de
>> raza humana tuvo que luchar una invasión
>> cibernéticos y armas que los seres humanos
>> semidios Loki , que causó caos en
>> Nueva York sabía que todo concluiría bien
>> gente ordinaria valiente que ayudaron ayer .

",,
IDG1,IDG1_2,"['IDG1_3', 'IDG1_4']",tenemos que extender a toda la naturaleza el respeto que (el público británico) [la población británica],el público británico,,la población británica,
IDG1,IDG1_2,"['IDG1_3', 'IDG1_4']",tenemos que extender a toda la naturaleza el (respecto) [respeto] que la población británica,respecto,,respeto,
IDG1,IDG1_2,"['IDG1_3', 'IDG1_4']",la pregunta [es]: ¿dónde lo veremos la próxima vez?,,,es,"IDG1_3 - es
>> O sea , el mundo
>> de el debate es evaluar la globalización
>> que la globalización sea sin efectos negativos
>> la reduce porque es más probable que
>> la globalización no es algo de el
>> que la globalización sea la única causa

IDG1_4 - es
>> y el pánico era visceral .
>> tranquilo como nunca… es decir , muy
>> los Chitauri , eran criaturas muy fuertes
>> Cada uno era aterrador , pero
>> , cuyos nombres son actualmente desconocidos .
>> , los neoyorquinos fueron evacuados por la
>> Iron Man se fue volando , antes
>> de Nueva York es fuerte , y

"
IDG1,IDG1_2,"['IDG1_3', 'IDG1_4']",todo el mundo fue respetuoso e intentó (a) no asustar a la morsa,a,"IDG1_3 - a
>> las empresas irán a los países donde
>> la globalización contribuye a la pobreza sin
>> el debate atribuye a la globalización un
>> para dar importancia a su conclusión :
>> de los problemas a los que ha

IDG1_4 - a
>> en el cielo a las 12:34 por
>> el mundo intentó a huir esconder se
>> Gracias a sus poderes y
>> Man pudo volver a la Tierra el
>> Los Chitauri mataron a 74 personas ,
>> Sin embargo , a el fin y

",,
IDG1,IDG1_2,"['IDG1_3', 'IDG1_4']","al día siguiente, estaba (listo) [lista]",listo,,lista,
IDG1,IDG1_2,"['IDG1_3', 'IDG1_4']",mientras recuperaba (su fortitud) [sus fuerzas],su fortitud,,sus fuerzas,
IDG1,IDG1_2,"['IDG1_3', 'IDG1_4']",todo el mundo (estuvo) [fue] respetuoso e intentó no asustar a la morsa,estuvo,"IDG1_4 - estuvo
>> y Nueva York estaba tan tranquilo como

",fue,"IDG1_3 - fue
>> O sea , el mundo
>> de el debate es evaluar la globalización
>> que la globalización sea sin efectos negativos
>> la reduce porque es más probable que
>> la globalización no es algo de el
>> que la globalización sea la única causa

IDG1_4 - fue
>> y el pánico era visceral .
>> tranquilo como nunca… es decir , muy
>> los Chitauri , eran criaturas muy fuertes
>> Cada uno era aterrador , pero
>> , cuyos nombres son actualmente desconocidos .
>> , los neoyorquinos fueron evacuados por la
>> Iron Man se fue volando , antes
>> de Nueva York es fuerte , y

"
IDG1,IDG1_2,"['IDG1_3', 'IDG1_4']",incluyendo no solo las montañas del altiplano (escocesa) [escocés],escocesa,,escocés,
