Group,Title,docs_to_search,error,error_item,error_context,solution_item,solution_context
IHG1,IHG1_1,"['IHG1_2', 'IHG1_3', 'IHG1_4']",para crear un mundo más seguro en el que (podamos) vivir,podamos,"IHG1_2 - podamos
>> Noruega , no puede estar seguro de
>> Reino Unido , pudieron ver el espectáculo
>> tan especial para poder ver la .

IHG1_3 - podamos
>> que punto se puede decir que un
>> Se puede discutir que no
>> un lado se puede argumentar que hace
>> un intercambio que puede dar visibilidad a

IHG1_4 - podamos
>> - Entiendo que puede ser difícil para
>> aire , apenas podíamos oír la y
>> esta pesadilla se pueda acabar de una

",,
IHG1,IHG1_1,"['IHG1_2', 'IHG1_3', 'IHG1_4']",utilizar la prisión para fomentar la reinserción de (esa gente) [esas personas],esa gente,,esas personas,
IHG1,IHG1_1,"['IHG1_2', 'IHG1_3', 'IHG1_4']",a pesar de que el propósito principal de la cárcel es (para) reducir el índice de criminalidad,para,"IHG1_2 - para
>> No obstante , para algunos afortunados ayer
>> ocasión tan especial para poder ver la
>> los tiempos positivos para que le esperan
>> Los mejores consejos para lograr ver esta
>> de el campo para intentar garantizar las
>> casas de muchos para los que habrá
>> Tratar de planear para ver la aurora

IHG1_3 - para
>> millones de maneras para definir lo .
>> Para explorar el tema
>> a la gente para tener una mente
>> como un impulso para separar las economias

IHG1_4 - para
>> - Para los que se
>> puede ser difícil para usted hablar de
>> de mis padres para las vacaciones de
>> Para el viaje habíamos
>> de hacer algo para dañar a su

",,
IHG1,IHG1_1,"['IHG1_2', 'IHG1_3', 'IHG1_4']",podrían (estar) [verse] involucrados en una trama criminal más grave,estar,"IHG1_2 - estar
>> , no puede estar seguro de que
>> se trata de estar en el lugar
>> lo vi anoche estaba a sólo 30

IHG1_4 - estar
>> , quién también estaba allí el día
>> Estábamos en la casa
>> Cuando estaba en el aire
>> - Gracias , estoy seguro de que
>> Nicandro ? - Estaba claro por la

",verse,
IHG1,IHG1_1,"['IHG1_2', 'IHG1_3', 'IHG1_4']",podrían verse involucrados en (un sistema) [una trama] criminal más grave,un sistema,,una trama,
IHG1,IHG1_1,"['IHG1_2', 'IHG1_3', 'IHG1_4']",podrían verse involucrados en una trama [criminal] más grave (de crimen),de crimen,,criminal,
IHG1,IHG1_1,"['IHG1_2', 'IHG1_3', 'IHG1_4']",se podría (discutir) [argumentar] que este entorno,discutir,"IHG1_3 - discutir
>> Se puede discutir que no es

",argumentar,"IHG1_3 - argumentar
>> lado se puede argumentar que hace las

"
IHG1,IHG1_1,"['IHG1_2', 'IHG1_3', 'IHG1_4']",este entorno tiene que ser (preocupante) [agobiante],preocupante,,agobiante,
IHG1,IHG1_1,"['IHG1_2', 'IHG1_3', 'IHG1_4']",es más probable que (desensibilice) [insensibilice] a los prisioneros,desensibilice,,insensibilice,
IHG1,IHG1_1,"['IHG1_2', 'IHG1_3', 'IHG1_4']",para (los requisitos) [las necesidades] de cada preso,los requisitos,,las necesidades,
IHG1,IHG1_1,"['IHG1_2', 'IHG1_3', 'IHG1_4']",en vez de volver a (sumirse) [incurrir] en la delincuencia,sumirse,,incurrir,
IHG1,IHG1_1,"['IHG1_2', 'IHG1_3', 'IHG1_4']",(eso) [esto] lo podemos ver a través del ejemplo de Noruega,eso,"IHG1_2 - eso
>> Esa interacción se crea
>> momento oportunos y ese fue exactamente el
>> Eso es lo que

IHG1_4 - eso
>> lo que sucedió ese día ? -
>> la y por eso no podíamos entender
>> he pensado desde ese día es que

",esto,"IHG1_2 - esto
>> es sorprendente que estos lustrosos arcos iris
>> Este espectáculo de belleza
>> Esto me lleva a
>> para lograr ver esta maravilla natural tienen
>> Por esta razón , viajé
>> historias imprevistas como estas sean más importantes

IHG1_3 - esto
>> es cierto que este proceso ha sido
>> No obstante , esta desigualdad solo causa
>> de aprovechar de estos intercambios culturales y

IHG1_4 - esto
>> incorporan ahora a esta noticia , desde
>> que nada de esto habría pasado si
>> a la luz esta nueva información ,
>> merece y que esta pesadilla se pueda
>> las novedades de esta historia .

"
IHG1,IHG1_1,"['IHG1_2', 'IHG1_3', 'IHG1_4']",un enfoque más relajado (y) [e] individual,y,"IHG1_2 - y
>> de la Tierra y las partículas cargadas
>> crea energía , y una parte de
>> por el astrónomo y científico Galileo Galilei
>> en el lugar y momento oportunos y
>> aurora boreal , y luego dos grandes
>> a mi sobrino y a su novia
>> con el clima y el lugar .
>> un clima apacible y poca contaminación lumínica
>> de mi casa y de las casas

IHG1_3 - y
>> mundo moderno , y hasta que punto
>> nivel económico mundial y en la cultura
>> inversión en Brasil y China que resultó
>> estos intercambios culturales y sensibilizar a la

IHG1_4 - y
>> Lazcano , bienvenido y gracias por acompañar
>> sabíamos nada mejor y habíamos estado bebiendo
>> podíamos oír la y por eso no
>> mató a Sara y permitió que Alex

",e,
IHG1,IHG1_1,"['IHG1_2', 'IHG1_3', 'IHG1_4']",ha (disminuido desde) [pasado de ser de] entre el 60% y el 70% (hasta) [a estar] entre el 20% y el 25%,"disminuido desde, hasta","IHG1_2 - hasta
>> razón , viajé hasta Islandia donde me

IHG1_3 - hasta
>> moderno , y hasta que punto se

IHG1_4 - hasta
>> Hasta ahora se pensaba
>> dejáramos de conducir hasta que fue demasiado

","pasado de ser de, a estar",
IHG1,IHG1_1,"['IHG1_2', 'IHG1_3', 'IHG1_4']",puede dejar familias sin (unos) ingresos,unos,"IHG1_2 - unos
>> la noche tengan un importante vínculo con
>> es creado por una interacción entre el
>> energía , y una parte de ella
>> por qué fue una ocasión tan especial
>> Vía Láctea como un regalo , ya
>> no solo fue un símbolo personal de
>> mundial vive en una zona en la
>> en lugares con un clima apacible y
>> me alojé en un hotel en medio
>> tratar de encontrar una aguja en un

IHG1_3 - unos
>> La globalización es un concepto que tiene
>> puede decir que un proceso positivo o
>> desigualdad solo causa una brecha económica exagerada
>> la globalización es un proceso destructivo a
>> Aunque por un lado se puede
>> ha actuado como un impulso para separar
>> , ha facilitado un intercambio que puede

IHG1_4 - unos
>> la cárcel por un delito que no
>> la policía tiene un nuevo sospechoso ,
>> hace 18 años una chica en su
>> el estudio a un testigo que vivió
>> habíamos comprado recientemente un nuevo paracaídas para
>> que no fue un accidente .
>> Es una gran injusticia que
>> pueda acabar de una vez .

",,
IHG1,IHG1_1,"['IHG1_2', 'IHG1_3', 'IHG1_4']",en vez de marcar casillas (para) [que] mostrar al mundo moderno como evidencia de progreso,para,"IHG1_2 - para
>> No obstante , para algunos afortunados ayer
>> ocasión tan especial para poder ver la
>> los tiempos positivos para que le esperan
>> Los mejores consejos para lograr ver esta
>> de el campo para intentar garantizar las
>> casas de muchos para los que habrá
>> Tratar de planear para ver la aurora

IHG1_3 - para
>> millones de maneras para definir lo .
>> Para explorar el tema
>> a la gente para tener una mente
>> como un impulso para separar las economias

IHG1_4 - para
>> - Para los que se
>> puede ser difícil para usted hablar de
>> de mis padres para las vacaciones de
>> Para el viaje habíamos
>> de hacer algo para dañar a su

",que,"IHG1_2 - que
>> estar seguro de que aparezca .
>> No es sorprendente que estos lustrosos arcos
>> luz , lo que se denomina “
>> Galilei , nombre que se debe a
>> Se dice que se trata de
>> regalo , ya que él acaba de
>> tiempos positivos para que le esperan a
>> simple hecho es que solo el 2%
>> maravilla natural tienen que ver con el
>> es más probable que aparezca durante los
>> muchos para los que habrá sido inesperada
>> Eso es lo que hace que historias

IHG1_3 - que
>> es un concepto que tiene más de
>> , y hasta que punto se puede
>> a el hecho que según el Banco
>> Se puede discutir que no es el
>> Justus Möser es que la globalización es
>> se puede argumentar que hace las identidades
>> desarrolladas de las que son menos .
>> de equilibrio económico que ha causado ,

IHG1_4 - que
>> por un delito que no cometió ,
>> allí el día que Sara murió .
>> - Para los que se incorporan ahora
>> ahora se pensaba que el culpable era
>> a un testigo que vivió en primera
>> - Entiendo que puede ser difícil
>> embarcación , así que Sara decidió probar
>> no podíamos entender que nos dijera que
>> Todo lo que he pensado desde
>> estoy seguro de que fue difícil compartir
>> la forma en que Sara cayó que
>> Nunca creí realmente que Alex fuera capaz
>> una gran injusticia que solo ahora salga
>> , solo espero que , si fue

"
IHG1,IHG1_2,"['IHG1_3', 'IHG1_4']",ese fue exactamente el caso de los habitantes (costales) [de la costa] del Reino Unido,costales,,de la costa,
IHG1,IHG1_2,"['IHG1_3', 'IHG1_4']",no es sorprendente que estos lustrosos (arcos iris) [arcoíris],arcos iris,,arcoíris,
IHG1,IHG1_2,"['IHG1_3', 'IHG1_4']",el (prodigo) [prodigio] recibió su nombre a principios del siglo XVII por el astrónomo y científico,prodigo,,prodigio,
IHG1,IHG1_2,"['IHG1_3', 'IHG1_4']","no obstante, (para) algunos afortunados ayer en el Reino Unido, pudieron ver el espectáculo",para,"IHG1_3 - para
>> millones de maneras para definir lo .
>> Para explorar el tema
>> a la gente para tener una mente
>> como un impulso para separar las economias

IHG1_4 - para
>> - Para los que se
>> puede ser difícil para usted hablar de
>> de mis padres para las vacaciones de
>> Para el viaje habíamos
>> de hacer algo para dañar a su

",,
IHG1,IHG1_2,"['IHG1_3', 'IHG1_4']","esa interacción (se) crea energía, y una parte de ella se emite en forma de luz",se,"IHG1_3 - se
>> maneras para definir lo .
>> hasta que punto se puede decir que
>> Por lo tanto , la
>> Se puede discutir que
>> por un lado se puede argumentar que

IHG1_4 - se
>> esperanza de que se haga justicia no
>> Para los que se incorporan ahora a
>> Hasta ahora se pensaba que el
>> usted hablar de ello , pero ¿
>> Sara decidió probar lo .
>> Todo lo que he pensado
>> fue difícil compartir lo con nosotros .
>> lugar de hacer lo hace 18 años
>> , si fue él quien mató a
>> los próximos días les informaremos de las

",,
IHG1,IHG1_2,"['IHG1_3', 'IHG1_4']",no solo fue un símbolo personal de los tiempos positivos (para) que le esperan a su sobrino,para,"IHG1_3 - para
>> millones de maneras para definir lo .
>> Para explorar el tema
>> a la gente para tener una mente
>> como un impulso para separar las economias

IHG1_4 - para
>> - Para los que se
>> puede ser difícil para usted hablar de
>> de mis padres para las vacaciones de
>> Para el viaje habíamos
>> de hacer algo para dañar a su

",,
IHG1,IHG1_2,"['IHG1_3', 'IHG1_4']",¿por qué es tan (rara) [raro] verla en esta parte del mundo?,rara,,raro,
IHG1,IHG1_2,"['IHG1_3', 'IHG1_4']","al final, el lugar donde (lo) [la] vi anoche estaba",lo,"IHG1_3 - lo
>> maneras para definir lo .
>> hasta que punto se puede decir que
>> Por lo tanto , la
>> Se puede discutir que
>> por un lado se puede argumentar que

IHG1_4 - lo
>> esperanza de que se haga justicia no
>> Para los que se incorporan ahora a
>> Hasta ahora se pensaba que el
>> usted hablar de ello , pero ¿
>> Sara decidió probar lo .
>> Todo lo que he pensado
>> fue difícil compartir lo con nosotros .
>> lugar de hacer lo hace 18 años
>> , si fue él quien mató a
>> los próximos días les informaremos de las

",la,"IHG1_3 - la
>> La globalización es un
>> su impacto en el mundo moderno ,
>> Para explorar el tema de la
>> El mundo no ha
>> Debido a el hecho que según
>> lo tanto , la expansión de los
>> que no es el caso en todos
>> económica exagerada entre los países .
>> Además , el punto de vista
>> argumentar que hace las identidades culturales menos
>> mundial económico , la globalización ha actuado
>> A pesar de la falta de equilibrio

IHG1_4 - la
>> 18 años en la cárcel por un
>> Ahora , la policía tiene un
>> - Para los que se incorporan
>> se pensaba que el culpable era su
>> Hoy tenemos en el estudio a un
>> Estábamos en la casa de el
>> estado bebiendo todo el día .
>> Para el viaje habíamos comprado
>> Cuando estaba en el aire , apenas
>> hubiéramos salido en el barco .
>> Qué opina de las nuevas acusaciones contra
>> ahora salga a la luz esta nueva
>> Con respecto a las acusaciones contra Nicandro
>> - En los próximos días les

"
IHG1,IHG1_2,"['IHG1_3', 'IHG1_4']",estaba a (sólo) [solo] 30 minutos de mi casa,sólo,,solo,"IHG1_3 - solo
>> , esta desigualdad solo causa una brecha

IHG1_4 - solo
>> haga justicia no solo por su condena
>> gran injusticia que solo ahora salga a
>> contra Nicandro , solo espero que ,

"
IHG1,IHG1_2,"['IHG1_3', 'IHG1_4']",tratar de planear (para) ver la aurora boreal es como tratar de encontrar una aguja en un pajar,para,"IHG1_3 - para
>> millones de maneras para definir lo .
>> Para explorar el tema
>> a la gente para tener una mente
>> como un impulso para separar las economias

IHG1_4 - para
>> - Para los que se
>> puede ser difícil para usted hablar de
>> de mis padres para las vacaciones de
>> Para el viaje habíamos
>> de hacer algo para dañar a su

",,
IHG1,IHG1_3,['IHG1_4'],la globalización es un proceso destructivo (a) [de] la cultura,a,"IHG1_4 - a
>> se incorporan ahora a esta noticia ,
>> que han salido a la luz nuevas
>> en el estudio a un testigo que
>> paracaídas para acoplar a la embarcación ,
>> algo para dañar a su hermana .
>> solo ahora salga a la luz esta
>> Con respecto a las acusaciones contra

",de,"IHG1_4 - de
>> tiene la esperanza de que se haga
>> a el caer de su paracaídas que
>> para usted hablar de ello , pero
>> en la casa de el lago de
>> dijera que dejáramos de conducir hasta que
>> es que nada de esto habría pasado
>> , estoy seguro de que fue difícil
>> ¿ Qué opina de las nuevas acusaciones
>> Alex fuera capaz de hacer algo para
>> , en lugar de hacer lo hace
>> se pueda acabar de una vez .
>> días les informaremos de las novedades de

"
IHG1,IHG1_3,['IHG1_4'],hasta qué punto se puede decir que [es] un proceso positivo o negativo,,,es,"IHG1_4 - es
>> paracaídas que había sido manipulado .
>> que el culpable era su hermano mayor
>> Entiendo que puede ser difícil para usted
>> conducir hasta que fue demasiado tarde .
>> desde ese día es que nada de
>> seguro de que fue difícil compartir lo
>> cayó que no fue un accidente .
>> Es una gran injusticia
>> que , si fue él quien mató

"
IHG1,IHG1_3,['IHG1_4'],con ingresos de menos de 1$ (cada) [al] día,cada,,al,
IHG1,IHG1_3,['IHG1_4'],este proceso ha sido distinto en (estas) [estos] lugares,estas,"IHG1_4 - estas
>> incorporan ahora a esta noticia , desde
>> que nada de esto habría pasado si
>> a la luz esta nueva información ,
>> merece y que esta pesadilla se pueda
>> las novedades de esta historia .

",estos,"IHG1_4 - estos
>> incorporan ahora a esta noticia , desde
>> que nada de esto habría pasado si
>> a la luz esta nueva información ,
>> merece y que esta pesadilla se pueda
>> las novedades de esta historia .

"
IHG1,IHG1_3,['IHG1_4'],la misma experiencia con (respeto) [respecto] a la globalización,respeto,,respecto,"IHG1_4 - respecto
>> Con respecto a las acusaciones

"
IHG1,IHG1_3,['IHG1_4'],es un concepto que tiene más de cinco millones de (maneras para definirlo) [definiciones],maneras para definirlo,,definiciones,
IHG1,IHG1_3,['IHG1_4'],y hasta (que) [qué] punto se puede decir que es un proceso positivo o negativo,que,"IHG1_4 - que
>> por un delito que no cometió ,
>> allí el día que Sara murió .
>> - Para los que se incorporan ahora
>> ahora se pensaba que el culpable era
>> a un testigo que vivió en primera
>> - Entiendo que puede ser difícil
>> embarcación , así que Sara decidió probar
>> no podíamos entender que nos dijera que
>> Todo lo que he pensado desde
>> estoy seguro de que fue difícil compartir
>> la forma en que Sara cayó que
>> Nunca creí realmente que Alex fuera capaz
>> una gran injusticia que solo ahora salga
>> , solo espero que , si fue

",qué,"IHG1_4 - qué
>> ¿ Qué opina de las

"
IHG1,IHG1_3,['IHG1_4'],debido al hecho [de] que según el Banco Mundial hay 1200 millones de personas,,,de,"IHG1_4 - de
>> tiene la esperanza de que se haga
>> a el caer de su paracaídas que
>> para usted hablar de ello , pero
>> en la casa de el lago de
>> dijera que dejáramos de conducir hasta que
>> es que nada de esto habría pasado
>> , estoy seguro de que fue difícil
>> ¿ Qué opina de las nuevas acusaciones
>> Alex fuera capaz de hacer algo para
>> , en lugar de hacer lo hace
>> se pueda acabar de una vez .
>> días les informaremos de las novedades de

"
IHG1,IHG1_3,['IHG1_4'],con ingresos de menos de ($1) [1$] al día,,,,
IHG1,IHG1_3,['IHG1_4'],con ingresos de menos de 1$ al (dia) [día],dia,,día,"IHG1_4 - día
>> - Buenos días .
>> estaba allí el día que Sara murió
>> que sucedió ese día ? - Sí
>> bebiendo todo el día .
>> pensado desde ese día es que nada
>> En los próximos días les informaremos de

"
IHG1,IHG1_3,['IHG1_4'],se puede discutir que no es [este] el caso en todos los países,,,este,"IHG1_4 - este
>> incorporan ahora a esta noticia , desde
>> que nada de esto habría pasado si
>> a la luz esta nueva información ,
>> merece y que esta pesadilla se pueda
>> las novedades de esta historia .

"
IHG1,IHG1_3,['IHG1_4'],se puede discutir que no es este el caso en todos los (paises) [países],paises,,países,
IHG1,IHG1_3,['IHG1_4'],una brecha económica exagerada entre los (paises) [países],paises,,países,
IHG1,IHG1_3,['IHG1_4'],debido (al mezclar) [a la mezcla] de mercados,al mezclar,,a la mezcla,
IHG1,IHG1_3,['IHG1_4'],también se (lo) [la] puede ver como una oportunidad,lo,"IHG1_4 - lo
>> esperanza de que se haga justicia no
>> Para los que se incorporan ahora a
>> Hasta ahora se pensaba que el
>> usted hablar de ello , pero ¿
>> Sara decidió probar lo .
>> Todo lo que he pensado
>> fue difícil compartir lo con nosotros .
>> lugar de hacer lo hace 18 años
>> , si fue él quien mató a
>> los próximos días les informaremos de las

",la,"IHG1_4 - la
>> 18 años en la cárcel por un
>> Ahora , la policía tiene un
>> - Para los que se incorporan
>> se pensaba que el culpable era su
>> Hoy tenemos en el estudio a un
>> Estábamos en la casa de el
>> estado bebiendo todo el día .
>> Para el viaje habíamos comprado
>> Cuando estaba en el aire , apenas
>> hubiéramos salido en el barco .
>> Qué opina de las nuevas acusaciones contra
>> ahora salga a la luz esta nueva
>> Con respecto a las acusaciones contra Nicandro
>> - En los próximos días les

"
IHG1,IHG1_3,['IHG1_4'],"sobre todo, a nivel mundial (economico) [económico]",economico,,económico,
IHG1,IHG1_3,['IHG1_4'],la globalización ha actuado como un impulso para separar las (economias) [economías],economias,,economías,
IHG1,IHG1_3,['IHG1_4'],separar las economías más desarrolladas de las que [lo] son menos,,,lo,"IHG1_4 - lo
>> esperanza de que se haga justicia no
>> Para los que se incorporan ahora a
>> Hasta ahora se pensaba que el
>> usted hablar de ello , pero ¿
>> Sara decidió probar lo .
>> Todo lo que he pensado
>> fue difícil compartir lo con nosotros .
>> lugar de hacer lo hace 18 años
>> , si fue él quien mató a
>> los próximos días les informaremos de las

"
IHG1,IHG1_3,['IHG1_4'],puede dar visibilidad a culturas diferentes en todas [las] partes del mundo,,,las,"IHG1_4 - las
>> 18 años en la cárcel por un
>> Ahora , la policía tiene un
>> - Para los que se incorporan
>> se pensaba que el culpable era su
>> Hoy tenemos en el estudio a un
>> Estábamos en la casa de el
>> estado bebiendo todo el día .
>> Para el viaje habíamos comprado
>> Cuando estaba en el aire , apenas
>> hubiéramos salido en el barco .
>> Qué opina de las nuevas acusaciones contra
>> ahora salga a la luz esta nueva
>> Con respecto a las acusaciones contra Nicandro
>> - En los próximos días les

"
IHG1,IHG1_4,,no sabíamos [hacer] nada mejor y habíamos estado bebiendo todo el día,,,hacer,
IHG1,IHG1_4,,quien también estaba allí el día [en] que Sara murió,,,en,
IHG1,IHG1_4,,cuando decidimos salir (en) [con] el barco,en,,con,
IHG1,IHG1_4,,"un nuevo sospechoso, Nicandro, (quién) [quien] también estaba allí",quién,,quien,
IHG1,IHG1_4,,"para los que se incorporan ahora a esta noticia, (desde) hace 18 años, una chica",desde,,,
IHG1,IHG1_4,,"murió al caer (de) [con] su paracaídas, que había sido manipulado",de,,con,
IHG1,IHG1_4,,estábamos en la casa del lago de mis padres (para) [por] las vacaciones de verano,para,,por,
IHG1,IHG1_4,,nada de esto habría pasado si no hubiéramos salido (en) [con] el barco,en,,con,
