participant_ID;text_ID;error;error_type;fb_type
ICE1;ICE1_3;y [no] hacen nada para disminuir la tasa de pobreza;elip.;D.N.M
IDE1;IDE1_2;por el bien (de) tanto [de] los isleños como [de] la civilización moderna;ord.;D.N.M
IDE1;IDE1_3;los entresijos de la globalización son tan (complejas) [complejos];gen.;D.N.M
IDG1;IDG1_1;hay reportajes inquietantes (del) [sobre el] abuso de los derechos humanos;reg.;D.N.M
IDG1;IDG1_1;las clases en la cárcel les mostraron por primera vez que tenían más (competencias) [habilidades];sust.;D.N.M
IDG1;IDG1_1;en España, la pena es la (perdida) [pérdida] de libertad en una cárcel;sust.;D.N.M
IDG1;IDG1_2;es una señal triste (de la futura) [del futuro] para las morsas;gen.;I.L.
IDG1;IDG1_2;Thor fue la tercera morsa (al) [en] Reino Unido en los últimos años;reg.;D.N.M
IDG1;IDG1_4;la raza humana tuvo que luchar [contra] una invasión mortífera de extraterrestres;reg.;I.M.
IDO1;IDO1_1;la persona que ha traído tanta tristeza y dolor a su vida está (confinado) [confinada];gen.;D.M.
IDO1;IDO1_2;si hubiese seguido corriendo, habría llegado a [su] casa sana y salva;det.;D.N.M
IDO1;IDO1_2;pero, como ya [se ha] mencionado, no podía usarlo;elip.;D.N.M
IDO1;IDO1_3;y ella, que (era) [estaba] aún perdidamente enamorada del hombre;sust.;D.N.M
IDO1;IDO1_3;si algunas veces la pareja tenía (unos) momentos dulces e íntimos;det.;D.N.M
IDO1;IDO1_4;gracias a (los) [estos] consejos perfectos para hacerte notar;det.;D.N.M
IHG1;IHG1_1;el sistema educativo actual no es [lo] suficientemente específico;det.;D.N.M
IHL1;IHL1_2;(esa) [esta] es la infrecuente oportunidad que tengo para aclarar;det.;D.N.M
IHL1;IHL1_3;no nos ha (traido) [traído] nada más que desafíos severos, una falta de paz y gente más pobre;ort.;D.N.M
IHL1;IHL1_3;es un concepto centrado en el crecimiento financiero y [el] desarrollo industrial;det.;D.N.M
IHL1;IHL1_3;la conferenciante toma partido (en) [al] decir que necesitamos;reg.;D.N.M
IHL1;IHL1_4;sino que hubo también mucha [otra] gente;esp.;D.N.M
IHL2;IHL2_2;una frontera que (ha quedado) [se ha mantenido] cerrada durante 35 años;sust.;R
IHL2;IHL2_4;la momia era el mismísimo sumo sacerdote (al) [del] faraón, Imhotep;reg.;D.N.M
JTM1;JTM1_1;es decir [que], a mi entender, (que) ellos cometen crímenes porque carecen de capacidad de autogestión;ord.;D.N.M
JTM1;JTM1_1;para cada una, (como de) [en consonancia con] su papel en la reinserción;sust.;R
JTM1;JTM1_2;en cuanto (a) [al] verano;det.;D.N.M
JTM1;JTM1_2;(me) [a mí] todavía [me] quedan dos más;reg.;R
JTM1;JTM1_2;y ahora [es] la hora de aprender japonés;elip.;D.N.M
JTM1;JTM1_3;según su argumento, principalmente hay dos problemas (sobre) [con respecto a] este tema;reg.;D.N.M
JTM1;JTM1_3;también tienen (poderes) [recursos] propios y posibilidades;sust.;
JTM1;JTM1_3;servirá (a) [para] disminuir la diferencia debida al entorno de vida;reg.;D.N.M
JTM1;JTM1_4;el experto (de) [en] animales;reg.;D.N.M
PBZ1;PBZ1_1;la crueldad con la cual (comititieron) [cometieron] estos crímenes;creac.;D.N.M
PBZ1;PBZ1_1;(por) segundo, la cárcel permite el mantenimiento;ana.;D.N.M
PBZ1;PBZ1_1;(pero) [no obstante], ¿es igual de efectiva como institución de resocialización?;sust.;D.N.M
PBZ1;PBZ1_2;lo cual, al principio, no tenían permiso [para] hacer;reg.;D.N.M
PBZ1;PBZ1_3;dice que los efectos de la globalización dependen de la manera (de) [en] que la manejamos;reg.;D.N.M
PBZ1;PBZ1_3;dice que los efectos de [la] globalización dependen de la manera en que la manejamos;det.;D.N.M
PBZ1;PBZ1_3;los estudiantes de economía deberían hablar de [los] problemas económicos mundiales;det.;D.N.M
RPE1;RPE1_1;las cárceles: (ha) [a] veces me pregunto para qué sirven;ort.;D.N.M
RPE1;RPE1_1;las cárceles: a veces me pregunto para (que) [qué] sirven;sust.;D.N.M
RPE1;RPE1_4;la lectura, (se) dice, es beneficiosa sin importar el tipo;pron.;R
RPE1;RPE1_4;usted ya sabe para lo que [se] usa el internet y no necesitamos explicaciones;pron.;D.N.M
RPI1;RPI1_1;hasta un punto en (donde) [que] tendrá la misma capacidad de sentir remordimiento;sust.;D.N.M
RPI1;RPI1_1;porque se centra solo (del) [en el] crimen en sí;reg.;R
RPI1;RPI1_1;pueden recibir la ayuda necesaria para esta, (y) [mientras que] los delincuentes sin esta capacidad;sust.;R
RPI1;RPI1_1;sino como (una metoda) [un método] de evaluación del potencial para esta reinserción;creac.;D.N.M
RPI1;RPI1_2;es innegable que (se está calentando) [las temperaturas están aumentando];sust.;R
RPI1;RPI1_2;que lo inconcebible se convierta en (eventos típicos) [un evento típico];núm.;D.N.M
RPI1;RPI1_3;de una (nacion) [nación] y sus tendencias psicológicas;ort.;D.N.M
RPI1;RPI1_3;cómo el sistema educativo (forma) [está en] la base de este asunto;sint.;R
RPI1;RPI1_3;sin embargo, la (economia) [economía] es una cuestión;ort.;D.N.M
RPI1;RPI1_3;sin embargo, la economía es una (cuestion) [cuestión];ort.;D.N.M
RZA1;RZA1_2;por lo cual tiene (una) [la] costumbre de hacer ejercicio;det.;D.N.M
RZA1;RZA1_2;una de las actividades que más (nos) [me] gusta hacer con mi familia;núm.;D.M.
RZA1;RZA1_2;[y] había que ir por la arena;elip.;D.N.M
RZA1;RZA1_3;el discurso intenta, y con éxito, (diseminar) [desmentir] el mito de que la globalización;sust.;D.N.M
RZA1;RZA1_4;ella se lo contó al (Sr) [Sr.] Darcy y a sus tíos;ort.;D.N.M
RZA1;RZA1_4;los tíos de Lydia y el (Sr) [Sr.] Darcy;ort.;D.N.M
