participant_ID,text_ID,error,error_type,fb_type
AFJ1,AFJ1_1,libres (en que tienen) [de tener] un trabajo y (ganan) [ganar] dinero,reg.,D.N.M
AFJ1,AFJ1_1,(estoy) [soy] de la opinión,sust.,D.N.M
AFJ1,AFJ1_1,la opinión [de] que especialmente la reinserción de los jóvenes,reg.,D.N.M
AFJ1,AFJ1_1,la reinserción de los jóvenes es (demasiado) [extremadamente] importante,sust.,D.N.M
AFJ1,AFJ1_1,un instrumento de ayuda para los presos a fin de (aprender) [enseñarles] a vivir en sociedad,sust.,None
AFJ1,AFJ1_1,un instrumento de ayuda para los presos a fin de enseñarles [a] vivir en sociedad,reg.,None
AFJ1,AFJ1_1,"aunque es indispensable (no) condenarlos, todavía forman parte",exce.,D.N.M
AFJ1,AFJ1_1,(hacen) [forman] parte,sust.,D.N.M
AFJ1,AFJ1_1,(que) [y] necesitan asistencia,sust.,D.N.M
AFJ1,AFJ1_1,reflexionar [sobre] sus errores,reg.,D.N.M
AFJ1,AFJ1_2,me alegra (de) que huela un poco a puerto y a animales marinos,reg.,D.M.
AFJ1,AFJ1_2,no es la primera vez (en) esta semana,reg.,D.N.M
AFJ1,AFJ1_2,el cielo azul (arriba) [encima] de mí,sust. ,D.N.M
AFJ1,AFJ1_2,(tomaron) [sacaron] ventaja de todas las vacaciones,sust.,I.M.
AFJ1,AFJ1_2,el cielo azul encima de mí [me] promete en secreto que los rayos del sol,pron.,D.N.M
AFJ1,AFJ1_2,como si la gente que me rodea en esta playa (fuera) [estuviera] más contenta,sust.,D.N.M
AFJ1,AFJ1_2,no hay (tal) [esa] insatisfacción básica,det.,D.N.M
AFJ1,AFJ1_2,este sonido siempre me ha (dado) [producido] un sentimiento,sust.,D.N.M
AFJ1,AFJ1_2,(liberdad) [libertad],creac.,I.L.
AFJ1,AFJ1_2,(como) [cómo] las olas azules regresan al mar,sust.,D.N.M
AFJ1,AFJ1_2,(como) [cómo] el agua ilumina,sust.,D.N.M
AFJ1,AFJ1_2,ilumina (a) la arena,reg.,D.M.
AFJ1,AFJ1_2,es mucho más (iluminoso) [luminoso] aquí que en el lugar que conozco,creac.,I.L.
AFJ1,AFJ1_2,no importa en (que) [qué] estado de ánimo,sust.,D.N.M
AFJ1,AFJ1_3,aunque conocemos (a) los beneficios que trae la globalización,reg.,D.M.
AFJ1,AFJ1_3,esta parte de la sociedad tiene menos (que) [de] 1 € al día para sobrevivir,reg.,D.N.M
AFJ1,AFJ1_3,la inquietud política que (hay) [esta conlleva],sust. ,R
AFJ1,AFJ1_3,(economico) [económico],ort.,D.N.M
AFJ1,AFJ1_3,no hay duda (en) [de] que tenemos un problema mundial,reg.,D.N.M
AFJ1,AFJ1_3,aquellos que ya (están) [son] más fuertes,sust. ,D.N.M
AFJ1,AFJ1_3,los (países) [continentes] como África,sust. ,I.M.
AFJ1,AFJ1_3,los (países) [continentes] como África,sust. ,I.L.
AFJ1,AFJ1_3,deberíamos aprovechar (de) las oportunidades,reg.,D.N.M
AFJ1,AFJ1_3,sin (dar) [tomar en] cuenta (de) [a] los que sufren,sust. ,R
AFJ1,AFJ1_3,impuestos (de) [sobre el] trabajo,reg.,D.N.M
AFJ1,AFJ1_3,(tecnologia) [tecnología],ort.,D.N.M
AFJ1,AFJ1_3,la globalización tiene dos (lados) [caras],sust.,D.M.
AFJ1,AFJ1_3,algunos países viven en riqueza y [se] aprovechan de la rápida expansión,pron.,D.N.M
AFJ1,AFJ1_3,expansión (en) [de] los mercados internacionales,reg.,D.N.M
AFJ1,AFJ1_3,expansión de [los] mercados internacionales,det.,D.N.M
AFJ1,AFJ1_3,esta parte de la sociedad tiene menos de 1 € (cada) [al] día para sobrevivir,sust.,D.N.M
AFJ1,AFJ1_3,un país [económicamente] fuerte (en la economía),ana.,D.N.M
AFJ1,AFJ1_3,tuvieron serias consecuencias que (traen adelante) [siguen en vigor],sust.,R
AFJ1,AFJ1_3,(economia) [economía],ort.,D.N.M
AFJ1,AFJ1_3,claro [que] entiendo,elip.,D.N.M
AFJ1,AFJ1_3,la vida que muchos países europeos nos ofrecen (son) [es] un beneficio,núm.,D.M.
AFJ1,AFJ1_3,del crecimiento económico [asociado],esp.,D.N.M
AFJ1,AFJ1_3,(inequilibrio) [desequilibrio],creac.,D.N.M
AFJ1,AFJ1_3,desequilibrio de (forzas) [fuerzas],creac.,D.N.M
AFJ1,AFJ1_3,deberíamos ayudar y remodelar el sistema (así) [para] que haya soluciones,reg.,D.N.M
AFJ1,AFJ1_3,para que haya soluciones y (limitar) [se limiten los] riesgos,pron.,D.N.M
AFJ1,AFJ1_3,aquellos que ya son más (fuerte) [fuertes],núm.,D.N.M
AFJ1,AFJ1_3,¿qué (se) pasa con el resto?,pron.,D.N.M
AFJ1,AFJ1_3,¿qué pasa (al) [con el] resto?,reg.,D.N.M
AFJ1,AFJ1_3,no es un proceso simple (y que tarda mucho tiempo) [ni rápido],ana.,R
AFJ1,AFJ1_4,un incidente en 2019 se desarrolló [de forma] similar (al) [a la] del sábado,elip.,D.N.M
AFJ1,AFJ1_4,no se lo (impidieron) [iban a impedir],sint.,R
AFJ1,AFJ1_4,"los estudiantes, (en un estado influenciado por) [bajo la influencia d] el alcohol",ana.,R
AFJ1,AFJ1_4,7 de marzo [de] 2023,reg.,D.N.M
AFJ1,AFJ1_4,hasta que llegó (un) otro compañero,det.,D.N.M
AFJ1,AFJ1_4,tras un (tiempo) [rato] de diversión,sust.,D.N.M
AFJ1,AFJ1_4,la parte noreste (alrededor) del famoso parque,exce.,D.N.M
AFJ1,AFJ1_4,vi tres figuras que se acercaban (al) [a la] alberca del jardín,gen.,D.M.
AFJ1,AFJ1_4,eran estudiantes (de) Erasmus,reg.,D.N.M
AFJ1,AFJ1_4,[los] cuales venían de una fiesta,det.,D.N.M
AFJ1,AFJ1_4,"pidió a los jóvenes que se alejaran del estanque, pero (esos) [estos] estaban",det.,D.N.M
AFJ1,AFJ1_4,y no fue hasta que un coche (de) patrulla los detuvo cerca del Arco de Triunfo,reg.,None
AFJ1,AFJ1_4,(cuando) [que] se sorprendieron al verlos correr,sust.,D.N.M
AFJ1,AFJ1_4,con un (palmípeda) [palmípedo] bajo el brazo,gen.,D.N.M
AFJ1,AFJ1_4,algunos (extremistas) [activistas] del bienestar animal,sust.,None
AMN1,AMN1_1,para reinsertarlos en (la misma sociedad) [ella],ana.,D.N.M
AMN1,AMN1_1,no (lo podía) [pudo hacerlo] porque mi tío estaba preso,sint.,D.N.M
AMN1,AMN1_1,(nadie) [ninguno] de ellos olvidará jamás la sensación,sust. ,D.N.M
AMN1,AMN1_1,la sensación (del) [de] frío glacial,det.,D.N.M
AMN1,AMN1_1,(kilógramos) [kilogramos],ort.,I.M.
AMN1,AMN1_1,"por muy encantadora que sea la vista, el brillo del sol me está cegando y evito (mirarlo) [mirarla]",gen.,I.M.
AMN1,AMN1_1,un lugar donde (hay) las posibilidades de educarse o formarse son limitadas,ana.,D.N.M
AMN1,AMN1_1,(dentro de) [en cuestión de] unos segundos todo se ha acabado,sust. ,D.N.M
AMN1,AMN1_1,en muchos casos (cause el contrario) [cause lo contrario],det.,R
AMN1,AMN1_1,la condena sigue (presentando efectos en) [afectando] su día a día,ana.,R
AMN1,AMN1_1,se concentran (los) [varios] planes ilegales en pocas celdas,det.,D.N.M
AMN1,AMN1_1,(Romanía) [Rumanía],creac.,D.N.M
AMN1,AMN1_1,"(al contrario) [en cambio], los dos sin armas",sust. ,D.N.M
AMN1,AMN1_1,los países (occidentes) [occidentales],creac.,D.N.M
AMN1,AMN1_1,el color (negrito) [negro] guarda todo el calor,sust.,D.M.
AMN1,AMN1_1,(guardia) [guardián],sust.,D.M.
AMN1,AMN1_1,la [desfavorable] situación (desfavorable),ord.,D.N.M
AMN1,AMN1_1,la desfavorable situación [se] exacerba,pron.,D.N.M
AMN1,AMN1_1,la desfavorable situación se exacerba [cada] vez más,elip.,D.N.M
AMN1,AMN1_1,la [estrecha] calle (estrecha),ord.,D.N.M
AMN1,AMN1_1,los cuatro ladrones son (convictos) [detenidos] y metidos en el coche,sust.,D.N.M
AMN1,AMN1_1,no le (hacen sentir) [inspiran] ninguna compasión,sust.,D.M.
AMN1,AMN1_1,al (final) [fin y al cabo] solo estaban presentes,sint.,D.N.M
AMN1,AMN1_1,una llamada en (la) prisión,det.,D.N.M
AMN1,AMN1_1,ha dado [a] luz a un niño,reg.,D.N.M
AMN1,AMN1_1,la barriga (grandote) [grandota] de su hermana,gen.,D.N.M
AMN1,AMN1_1,obligan [a] los estados a gestionar las cárceles,reg.,D.N.M
AMN1,AMN1_1,(dependiente) [dependiendo] de la gravedad del crimen,sust.,D.N.M
AMN1,AMN1_1,es el lugar (cierto) [adecuado] para cambiar el comportamiento,sust.,D.N.M
AMN1,AMN1_1,el miedo (es) [está] muy presente,sust.,D.N.M
AMN1,AMN1_1,(aparte) [fuera] de los países occidentales,sust.,D.N.M
AMN1,AMN1_1,a nadie le gustaría (pasar) [cumplir] una condena,sust.,D.N.M
AMN1,AMN1_1,el miedo a la (deprivación) [privación] completa de la libertad,creac.,D.N.M
AMN1,AMN1_1,(resulta) [es] indudable que las razones,sust.,D.N.M
AMN1,AMN1_1,las razones (por) [para] cometer delitos son muy diversas,reg.,D.N.M
AMN1,AMN1_1,la decisión (por) [de] perpetrar el crimen,reg.,D.N.M
AMN1,AMN1_1,la decisión de [perpetrar] el crimen,elip.,D.N.M
AMN1,AMN1_1,personas malas se vuelven (en) personas malísimas,reg.,D.N.M
AMN1,AMN1_1,(aprende uno del otro) [aprenden unos de otros],núm.,R
AMN1,AMN1_1,[pues] aprenden unos de otros,elip.,D.N.M
AMN1,AMN1_1,después de haber (vuelto a la) [sido puestos en] libertad,sust.,R
AMN1,AMN1_1,se atribuye al hecho [de] que hay una escasez inmensa de psicólogos,reg.,D.N.M
AMN1,AMN1_1,[y a que] las terapias son genéricas y voluntarias,elip.,D.N.M
AMN1,AMN1_1,[muchos entraron en la cárcel] a causa de la falta de recursos financieros (muchos entraron en la cárcel),ord.,D.N.M
AMN1,AMN1_1,a causa de [la] falta de recursos financieros,det.,D.N.M
AMN1,AMN1_1,"(sintetizando) [en resumen], se puede decir que siempre es fácil",sint.,None
AMN1,AMN1_1,cuando todavía (estaba) [era] de noche,sust.,D.N.M
AMN1,AMN1_1,no parece tener (un) fin,det.,D.N.M
AMN1,AMN1_1,las colinas alrededor adornan (majestosamente) [majestuosamente] el paisaje,creac.,D.N.M
AMN1,AMN1_1,sacan al animal de las [húmedas] profundidades (húmedas)…,ord.,D.N.M
AMN1,AMN1_2,"a medida que se acercaban, (obligaron) [se vieron obligados] a concretar la forma",sint.,I.M.
AMN1,AMN1_2,con el último ánimo que (sobraba en ellos) [les quedaba],sust. ,R
AMN1,AMN1_2,les quedaban (unos) incontables atardeceres más,det.,None
AMN1,AMN1_2,les quedaban (lejanos) [incontables] atardeceres más,sust. ,D.M.
AMN1,AMN1_2,a (la) medida que se acercaban,det.,D.N.M
AMN1,AMN1_2,"además, (ni) el peso corporal de los taikonautas [no] se parecía al de la Tierra",sust. ,D.N.M
AMN1,AMN1_2,(en) [a] una altura de aproximadamente 22 mil metros,reg.,D.N.M
AMN1,AMN1_2,puesto que (el) Marte carecía de aire por completo,det.,D.N.M
AMN1,AMN1_2,la falta de oxígeno les (forzó) [obligó a] parar con su carrera infantil,reg.,D.N.M
AMN1,AMN1_2,(en) [bajo] ninguna circunstancia era válido arriesgar el éxito de la misión,reg.,D.N.M
AMN1,AMN1_2,la subida mínima que hizo cuestionarse al equipo si realmente (estaban) [estaba] avanzando,núm.,D.N.M
AMN1,AMN1_2,los escasos recuerdos de la tierra que habían mantenido en su mente no les (pudo) [pudieron],núm.,D.M.
AMN1,AMN1_2,primera ascensión humana (del) [al] monte Olimpo,reg.,None
AMN1,AMN1_2,serían la primera vez que [los] humanos pisarían la tierra,det.,D.N.M
AMN1,AMN1_2,los escarpados acantilados del (Mount) [monte] Everest,creac.,D.N.M
AMN1,AMN1_2,la falta de aire que se siente en las altitudes [terrestres] aquí no importaba,esp.,D.N.M
AMN1,AMN1_2,la [verdadera] razón (verdadera),ord.,D.M.
AMN1,AMN1_2,la subida mínima que (dejó cuestionar) [hizo cuestionarse] al equipo,sust.,R
AMN1,AMN1_2,seguían su camino hasta (encontrarse) [quedar] rendidos,sust.,R
AMN1,AMN1_2,una indefinible forma azul destacó (de) [en] la rojísima superficie que los rodeaba,reg.,D.N.M
AMN1,AMN1_2,se dieron cuenta [de] que se trataba de una tienda antigua,reg.,D.N.M
AMN1,AMN1_2,irritados (y) [e] incrédulos,ort.,D.N.M
AMN1,AMN1_2,no sabían qué (era) [eran],núm.,D.N.M
AMN1,AMN1_2,la denominación [de] basura,reg.,D.N.M
AMN1,AMN1_2,"(similar) [similares] a telas de araña, estaban colgadas en las laderas coloridas banderas",núm.,D.N.M
AMN1,AMN1_2,la cumbre (era) [estaba] cubierta por huesos humanos,sust.,D.N.M
AMN1,AMN1_2,(al) [a] punto de desmayarse por el cansancio,det.,D.N.M
AMN1,AMN1_3,carecen de cualquier (legitimación) [legitimidad],sust. ,D.N.M
AMN1,AMN1_3,el derecho de los pueblos atacados (de) [a] gobernar su patria,reg.,D.N.M
AMN1,AMN1_3,ordenó (la mudanza) [el traslado] de todos los leones de los parques zoológicos italianos,sust. ,D.N.M
AMN1,AMN1_3,"prohibir y abolir todos (estos) [esos] ""abominables dialectos""",det.,D.N.M
AMN1,AMN1_3,[el] Líbano,det.,D.N.M
AMN1,AMN1_3,se divulga la noticia [de] que Italia prepara sus armas nucleares,reg.,D.M.
AMN1,AMN1_3,el jefe (del) [de] estado,det.,D.N.M
AMN1,AMN1_3,el (imperador) [emperador],creac.,D.M.
AMN1,AMN1_3,los países (que son los objetivos) [objeto] de la invasión a gran escala,ana.,R
AMN1,AMN1_3,carecen de cualquier legitimidad (de) [para] ser independientes,reg.,D.N.M
AMN1,AMN1_3,"cuyo [poder] militar ocupaba enormes superficies en Europa, Asia y África",esp.,D.N.M
AMN1,AMN1_3,algunas naciones (más que comparten una frontera con dichos países) [colindantes],ana.,D.M.
AMN1,AMN1_3,desea (reestablecer) [restablecer] el equilibrio de poder,ort.,D.N.M
AMN1,AMN1_3,"sin el Impero romano, (el continente) Europa no habría avanzado con la misma velocidad",exce.,D.N.M
AMN1,AMN1_3,en cuestiones de (la) tecnología o de (la) ciencia,det.,D.N.M
AMN1,AMN1_3,el (imperador) [emperador],creac.,D.N.M
AMN1,AMN1_3,en su (provocador) [provocadora] invectiva,gen.,D.N.M
AMN1,AMN1_3,(pan y juegos) [pan y circo],sust.,D.M.
AMN1,AMN1_4,las personas que salen de la puerta infernal de la autoayuda suelen estar (ocupados) [ocupadas],gen.,D.M.
AMN1,AMN1_4,en el instante [en] que muestran debilidades,reg.,D.N.M
AMN1,AMN1_4,te explica (como) [cómo] cumplir tus sueños,sust.,D.N.M
AMN1,AMN1_4,ve al parque zoológico (en) [de] tu ciudad,reg.,D.N.M
AMN1,AMN1_4,ahora que (esta) [esa] especie extraña de personas se ha ido,det.,D.N.M
AMN1,AMN1_4,consejos deportivos o (nutritivos) [nutricionales],sust. ,None
AMN1,AMN1_4,la mejor serie jamás (producido) [producida],gen.,D.N.M
AMN1,AMN1_4,a pesar de haber leído (unos) [algunos] libros ellos mismos,det.,D.M.
AMN1,AMN1_4,para (salvar) [salvaguardar] tu propia energía positiva,sust. ,D.N.M
AMN1,AMN1_4,que acabarían contigo (dentro de) [en apenas] unos segundos,sust. ,D.M.
AMN1,AMN1_4,(mamarracho) [Mamarracho],ort.,D.M.
AMN1,AMN1_4,¿nunca te (daría cosquillas) [conmovería]?,sust.,D.M.
AMN1,AMN1_4,¿te gusta invertir [el] cien por ciento de tu rendimiento en ti mismo?,det.,D.N.M
AMN1,AMN1_4,la mejor serie (que) jamás (ha sido) producida,exce.,D.M.
AMN1,AMN1_4,subir una foto (en) [a] Instagram,reg.,D.N.M
AMN1,AMN1_4,una frase (super inspiradora) [superinspiradora],ort.,D.N.M
AMN1,AMN1_4,(quitas) [cortas] el contacto,sust.,D.M.
AMN1,AMN1_4,qué alivio que (estos) [esos] desgraciados se hayan marchado,det.,D.M.
AMN1,AMN1_4,una nueva plataforma (donde) [a través de la cual] sacar la plata,sint.,D.N.M
AMN1,AMN1_4,sacar la plata (de) [a] sus fieles discípulos,reg.,D.N.M
AMN1,AMN1_4,se convierten en versiones aún más retorcidas [de sus preceptores],esp.,R
AMN1,AMN1_4,por Instagram se ven un montón de páginas (o por lo menos yo (los) [las] veo),gen.,D.M.
AMN1,AMN1_4,donde un fulano (yo sé qué) [no sé quién] te explica,sust.,D.M.
AMN1,AMN1_4,no hace falta ser (una) [un] atleta,gen.,I.M.
AMN1,AMN1_4,consejos (deportistas) [deportivos],sust.,D.N.M
AMN1,AMN1_4,escuelas de (Yoga) [yoga],ort.,D.N.M
AMN1,AMN1_4,seguir a profetas (falsas) [falsos],gen.,I.M.
AMN1,AMN1_4,con una [sola] cosa,esp.,D.N.M
AMN1,AMN1_4,no te pases (el) [de] listo,reg.,D.N.M
AMN1,AMN1_4,observa a (unos) [algunos] carnívoros de carne y hueso,det.,D.M.
AMN1,AMN1_4,observa [a] algunos carnívoros de carne y hueso,reg.,D.N.M
API1,API1_1,deberíamos respetar el derecho fundamental de cada persona para también (ofrecerles) [ofrecerle],núm.,D.N.M
API1,API1_1,puede ser que [esta situación] también tenga que ver con la pujanza,elip.,I.M.
API1,API1_1,si nos imagináramos (que no hubiera) [un mundo sin] cárceles,sust. ,R
API1,API1_1,"ofrecen muchas actividades, trabajos y (el) servicio médico",det.,D.N.M
API1,API1_1,entre los años 2016 (hasta) [y] 2021,sust.,D.N.M
API1,API1_1,"los tres países con mayor número de prisioneros (cuentan) [suman] aproximadamente 4,5 millones",sust.,D.N.M
API1,API1_1,estos delincuentes estarían (libre) [libres],núm.,D.N.M
API1,API1_1,así (nos resulta) [se nos plantea] la pregunta,sust.,R
API1,API1_1,la pregunta [de] si existirían otras formas de penalización,reg.,D.N.M
API1,API1_1,si la cárcel tiene suficiente (eficaz) [eficacia],sust.,D.N.M
API1,API1_1,con (gran) [mucha] frecuencia se oye que las prisiones,sust.,I.L.
API1,API1_1,si fuera (a) [al] revés,det.,D.N.M
API1,API1_1,seguramente habría [un] mayor número de prisioneros,det.,D.N.M
API1,API1_1,aunque exista (la) [un sistema de] penalización,esp.,R
API1,API1_1,tienen miedo (hacia) [de] las cárceles,reg.,None
API1,API1_1,personas que tienen que (hacer el) [pasar por un] encarcelamiento,sust.,R
API1,API1_1,"a ese (fin) [respecto], está visto que la penalización también frena el acto de cometer un crimen",sust.,D.N.M
API1,API1_1,la pregunta de (lo) qué haríamos con los delincuentes si no hubiera cárceles,det.,D.N.M
API1,API1_1,por ahora (resulta) [parece] que es la mejor opción de castigo para los delincuentes,sust.,D.N.M
API1,API1_1,"es la mejor opción de castigo para los delincuentes. No obstante, hay que (repensarlo) [repensarla]",gen.,D.M.
API1,API1_2,los grandes vulneran (nuestro derecho humano) [nuestros derechos humanos],núm.,D.N.M
API1,API1_2,ya no podemos reconocer (la) [aquella] maravillosa zona,det.,D.M.
API1,API1_2,para que la población mundial pueda entender (el punto de vista nuestro) [nuestro punto de vista],det.,I.M.
API1,API1_2,para que la población mundial pueda entender (nuestra vista) [nuestro punto de vista],sust. ,I.M.
API1,API1_2,la selva tropical se reduce cada año (por) [en] unos 158.000 kilómetros cuadrados,reg.,D.N.M
API1,API1_2,los ruidos que (aparecen en) [provienen de] la selva,sust. ,D.N.M
API1,API1_2,el pueblo está (antes la) [en peligro de] extinción,creac.,D.N.M
API1,API1_2,tiene que prohibirse la destrucción de (nuestra) [la] base de (la) [nuestra] vida,ord.,R
API1,API1_2,nos quitan la bonita superficie de (la) nuestra plantación,det.,D.N.M
API1,API1_2,la jefa de la tribu nos explica (cuales) [qué] conflictos han surgido,sust. ,D.N.M
API1,API1_2,(ósea) [o sea],sust.,I.M.
API1,API1_2,nosotros solo podemos intentar (a) resistirnos,reg.,D.N.M
API1,API1_2,tiene que (ser prohibido destruir) [prohibirse la destrucción de] la base de nuestra vida,sust. ,R
API1,API1_2,cada minuto desforestan la selva tropical (por un tamaño de) [el equivalente a] 42 campos de fútbol,sust.,R
API1,API1_2,no lo respetamos (suficientemente) [lo suficiente],sint.,D.N.M
API1,API1_2,la seva amazónica posee [una] enorme cantidad de especies,det.,D.N.M
API1,API1_2,esta (rara) cosa [rara],ord.,D.N.M
API1,API1_2,también (se puede poner el reloj) [puede marcar la hora],sust.,R
API1,API1_2,el pueblo Nurak (se) está desapareciendo por la riqueza mundial,pron.,D.N.M
API1,API1_2,muchos indígenas decidieron cambiar (la) [de] vida,reg.,D.N.M
API1,API1_2,unirse (con) [a] la civilización moderna,reg.,D.N.M
API1,API1_2,¡cómo (se) ha cambiado esta región!,pron.,D.N.M
API1,API1_2,nosotros solo podemos intentar (contraponernos) [resistirnos],sust.,None
API1,API1_2,"(a) [por] ello, a algunos les obligan a trabajar en las plantaciones de caucho",reg.,D.N.M
API1,API1_2,los grandes (abusan) [vulneran] nuestros derechos humanos,sust.,D.N.M
API1,API1_2,bajo (el maltrato del respeto hacia nosotros) [el maltrato y la falta de respeto],sust.,I.L.
API1,API1_2,no queremos ofender a las (poderosas) personas [poderosas],ord.,D.M.
API1,API1_2,(qué) [que] se den cuenta,sust.,D.M.
API1,API1_2,que se den cuenta [de] que nos están robando las plantaciones,reg.,D.N.M
API1,API1_2,la destrucción de la base de nuestra vida y (capturarnos como esclavos) [nuestra esclavización],ana.,R
API1,API1_2,¿por qué parece que nadie se (importe) [preocupe] por la reserva natural?,sust.,D.N.M
API1,API1_3,entró en (la) [una] plantación de aguacates en Bogotá,det.,I.M.
API1,API1_3,los metieron (a) [en] una habitación,reg.,D.N.M
API1,API1_3,a qué hora (estaba) [habría] gente dentro,sust. ,D.N.M
API1,API1_3,tres millones de aguacates robados (por ladrones),exce.,I.M.
API1,API1_3,[de acuerdo con] lo que habían investigado días atrás,elip.,R
API1,API1_3,de hacer (o no) lo que pedían los ladrones [o no],ord.,None
API1,API1_3,los metieron en una habitación (sacándoles) [tras quitarles] los teléfonos,sint.,R
API1,API1_3,para (plantar) [plantarlos] y reproducirlos,pron.,D.N.M
API1,API1_3,para saber a (que) [qué] hora,sust.,D.N.M
API1,API1_3,entraron a una hora (donde) [en la que] no había nadie,sint.,D.N.M
API1,API1_3,"(Pero) [No obstante], uno de los trabajadores ya había pulsado el botón de alarma",sust.,D.N.M
API1,API1_3,optaron por atar a todos los trabajadores y los (metieren) [metieron],sust.,D.N.M
API1,API1_3,ya se les había (caído) [arruinado] el plan,sust.,D.N.M
API1,API1_3,para que los demás no influyeran (a) [al] tomar la decisión,det.,D.N.M
API1,API1_3,se le (cruzaban) [pasaban] un montón de ideas por la cabeza,sust.,D.N.M
API1,API1_3,el trabajador hizo la llamada y le (confesó) [contó] a la compañía todo lo que esos ladrones,sust.,D.M.
API1,API1_3,borrar todas las imágenes y videos de las (cameras) [cámaras],sust.,D.N.M
API1,API1_4,no (hay) [existe la] buena alimentación,sust. ,D.N.M
API1,API1_4,los hombres deben (ser) [estar] fuertes y definidos,sust. ,D.M.
API1,API1_4,qué ridículo (eres) [estás] con todo el sudor en la cara,sust. ,D.M.
API1,API1_4,aquí os presentamos un decálogo (de) [que] seguir para disfrutar la juventud,reg.,D.N.M
API1,API1_4,[los] batidos de proteínas son para hacer,det.,D.N.M
API1,API1_4,un batido de (proteína) [proteínas],núm.,D.N.M
API1,API1_4,"si tu cuerpo te pide comer esa ""basura"", como (lo) [la] llaman los nutricionistas, ¡(cómelo) [cómela]!",gen.,D.N.M
API1,API1_4,te darás cuenta de (que) [qué] mentirosos son,sust.,D.N.M
API1,API1_4,(ni) la báscula [tampoco] define bien el cuerpo que tienes,sust. ,R
API1,API1_4,en la vida personal [de la gente],elip.,R
API1,API1_4,cada día es [un] cheat day.,det.,D.N.M
API1,API1_4,desde que el deporte gobierna las redes sociales (hay) [ejerce] una gran influencia,sust.,D.N.M
API1,API1_4,el nuevo estereotipo (de) [para] las mujeres,reg.,D.N.M
API1,API1_4,(se considera) [consiste] en ser delgada y con curvas,sust.,D.N.M
API1,API1_4,"pero, (esta) [esa] vida, la que vive esa gente, es una broma",det.,D.M.
API1,API1_4,"temas como la nutrición, las dietas, el aspecto físico y el deporte (importa) [importan] a los jóvenes y se (hace viral) [hacen virales]",núm.,D.M.
