Group,Title,docs_to_search,error,error_item,error_context,error_reps,solution_item,solution_context,pass_solution_reps,fail_solution_reps
RZA1,RZA1_1,"['RZA1_2', 'RZA1_3', 'RZA1_4']","la pobreza, [el] poco acceso a una buena educación y [el] poco acceso a ayudas",,,0,"el, el","RZA1_2 - el
>> Una de las actividades que más
>> La última vez que
>> Aquel día era el cumpleaños de mi
>> de hacer ejercicio los días que no
>> Salimos por la noche , pero
>> A el salir de la
>> más largo para el norte , no
>> Fuimos hacia la playa de Tamarit
>> paseo empezó por la playa de a
>> , incluso cuando el mar no está
>> pronto llegamos a las piedras , que
>> de mirar para el suelo porque tenía
>> A el fin y a
>> a volver , el cielo se puso
>> a casa bajo la copiosa lluvia ,
>> Llegamos a las mismas piedras por
>> hacer lo por los resbaladizos caminos .
>> que se acabara la lluvia , decía
>> veía miedo por la cara de mi
>> Cuando a el final regresamos ,

RZA1_3 - el
>> Aunque la globalización es un
>> El mensaje principal se
>> poder manejar bien la globalización para que
>> primer lugar , el discurso expresa que
>> quinta parte de la población se encuentra
>> más debido a la pandemia de SIDA
>> Además , la literatura especializada en
>> otra parte , el discurso hace hincapié
>> equivocado pensar que el libre mercado ,
>> de acuerdo con el discurso en que
>> de conclusión , el discurso intenta ,
>> Es innegable que el proceso en cuestión

RZA1_4 - el
>> Las chicas Bennet se
>> Tres de las cinco hermanas ,
>> Las historias amorosas de
>> A el empezar el año
>> El Sr Bingley de
>> tiempo , empezaron los cotilleos de que
>> parte , a el conocer más a
>> hasta echando le la culpa por separar
>> , quien a el principio mostraba interés
>> Tan pronto como las noticias de la
>> a buscar a los amantes fugitivos .
>> fue a buscar los ya que sabía
>> A el encontrar la pareja
>> Se avisó a la familia Bennet de
>> La boda era muy
>> En cuanto regresaron los recién casados a
>> A el saber lo ,
>> y ambos pidieron las manos de las
>> bodas se celebrarán el mes que viene

",17,0
RZA1,RZA1_1,"['RZA1_2', 'RZA1_3', 'RZA1_4']","la pobreza, el poco acceso a una buena educación y el poco acceso a (la ayuda psicológica) [ayudas psicológicas]",la ayuda psicológica,,0,ayudas psicológicas,,0,0
RZA1,RZA1_2,"['RZA1_3', 'RZA1_4']",por lo cual tiene (una) [la] costumbre de hacer ejercicio,una,"RZA1_3 - una
>> la globalización es un concepto que abarca
>> Comenta que una quinta parte de
>> identidad cultural de un país .

RZA1_4 - una
>> diciendo que era un hombre poco amable
>> George Wickham , un soldado , quien
>> lo que fue un gran alivio para
>> , aunque era un gran secreto ,

",0,la,"RZA1_3 - la
>> Aunque la globalización es un
>> El mensaje principal se
>> poder manejar bien la globalización para que
>> primer lugar , el discurso expresa que
>> quinta parte de la población se encuentra
>> más debido a la pandemia de SIDA
>> Además , la literatura especializada en
>> otra parte , el discurso hace hincapié
>> equivocado pensar que el libre mercado ,
>> de acuerdo con el discurso en que
>> de conclusión , el discurso intenta ,
>> Es innegable que el proceso en cuestión

RZA1_4 - la
>> Las chicas Bennet se
>> Tres de las cinco hermanas ,
>> Las historias amorosas de las
>> A el empezar el año
>> El Sr Bingley de
>> tiempo , empezaron los cotilleos de que
>> parte , a el conocer más a
>> hasta echando le la culpa por separar
>> , quien a el principio mostraba interés
>> Tan pronto como las noticias de la
>> a buscar a los amantes fugitivos .
>> fue a buscar los ya que sabía
>> A el encontrar la pareja
>> Se avisó a la familia Bennet de
>> La boda era muy
>> En cuanto regresaron los recién casados a
>> A el saber lo ,
>> y ambos pidieron las manos de las
>> bodas se celebrarán el mes que viene

",4,0
RZA1,RZA1_2,"['RZA1_3', 'RZA1_4']",una de las actividades que más (nos) [me] gusta hacer con mi familia,nos,"RZA1_3 - nos
>> Me pongo de acuerdo

",0,me,"RZA1_3 - me
>> Me pongo de acuerdo

",1,0
RZA1,RZA1_2,"['RZA1_3', 'RZA1_4']",[y] había que ir por la arena,,,0,y,"RZA1_3 - y
>> a aceptar la y aprender a gozar
>> discurso intenta , y tiene éxito ,

RZA1_4 - y
>> mayor , Elizabeth y Lydia , la
>> Sr Charles Bingley y Sr Fitzwilliam Darcy
>> hombre poco amable y hasta echando le
>> a Sr Darcy y a sus tíos
>> a los amantes y de que iban
>> tíos de Lydia y Sr Darcy .
>> quien les encontró y que este le
>> enamorada de Darcy y las acciones de
>> tiempo , Bingley y Darcy vinieron a

",6,0
RZA1,RZA1_2,"['RZA1_3', 'RZA1_4']",aunque se veía [el] miedo por la cara de mi hermana,,,0,el,"RZA1_3 - el
>> Aunque la globalización es un
>> El mensaje principal se
>> poder manejar bien la globalización para que
>> primer lugar , el discurso expresa que
>> quinta parte de la población se encuentra
>> más debido a la pandemia de SIDA
>> Además , la literatura especializada en
>> otra parte , el discurso hace hincapié
>> equivocado pensar que el libre mercado ,
>> de acuerdo con el discurso en que
>> de conclusión , el discurso intenta ,
>> Es innegable que el proceso en cuestión

RZA1_4 - el
>> Las chicas Bennet se
>> Tres de las cinco hermanas ,
>> Las historias amorosas de las
>> A el empezar el año
>> El Sr Bingley de
>> tiempo , empezaron los cotilleos de que
>> parte , a el conocer más a
>> hasta echando le la culpa por separar
>> , quien a el principio mostraba interés
>> Tan pronto como las noticias de la
>> a buscar a los amantes fugitivos .
>> fue a buscar los ya que sabía
>> A el encontrar la pareja
>> Se avisó a la familia Bennet de
>> La boda era muy
>> En cuanto regresaron los recién casados a
>> A el saber lo ,
>> y ambos pidieron las manos de las
>> bodas se celebrarán el mes que viene

",4,0
RZA1,RZA1_2,"['RZA1_3', 'RZA1_4']","(por) [a] mí, eso me encanta",por,"RZA1_3 - por
>> mercados libres , por ejemplo , podrían
>> Por otra parte ,
>> libre mercado , por ejemplo , hará

RZA1_4 - por
>> entrada mostró interés por Jane , la
>> decía que era por culpa de su
>> a Elizabeth , por su carácter orgulloso
>> Por otra parte ,
>> le la culpa por separar a Jane
>> principio mostraba interés por Elizabeth , sin
>> deshonor , pero por mucho que le

",0,a,"RZA1_3 - a
>> que abarca mucho a la vez ,
>> globalización ha dejado a el margen a
>> de $ 1 a el día .
>> Destaca también a Africa que ha
>> echar la culpa a la globalización ,
>> A modo de conclusión

RZA1_4 - a
>> A el empezar el
>> los jóvenes iban a casar se ,
>> , quien persuadió a Charles de que
>> le cayó bien a nadie , incluso
>> otra parte , a el conocer más
>> culpa por separar a Jane y Bingley
>> Con respecto a Lydia , ella
>> la fuga llegaron a Elizabeth , ella
>> , se pusieron a buscar a los
>> Darcy también fue a buscar los ya
>> A el encontrar la
>> Se avisó a la familia Bennet
>> los recién casados a Longbourn , la
>> A el saber lo
>> y Darcy vinieron a Longbourn y ambos

",0,0
RZA1,RZA1_2,"['RZA1_3', 'RZA1_4']",es dar un paseo por las playas pequeñas y apacibles (en) [de] los alrededores de Tarragona,en,"RZA1_3 - en
>> principal se centra en el hecho de
>> añade que está en nuestros manos poder
>> En primer lugar ,
>> población se encuentra en pobreza , viviendo
>> la literatura especializada en la economía muestra
>> discurso hace hincapié en el hecho de
>> con el discurso en que no se
>> tiene éxito , en diseminar el mito
>> que el proceso en cuestión pueda brindar

RZA1_4 - en
>> En poco tiempo ,
>> pidió su mano en matrimonio .
>> de la mente en cuanto se dio
>> posteriormente que , en secreto , Darcy
>> de Bennet cayera en deshonor , pero
>> En cuanto regresaron los
>> En poco tiempo ,

",1,de,"RZA1_3 - de
>> desde el punto de vista económico .
>> en el hecho de que de momento
>> podamos aprovechar se de ella .
>> una quinta parte de la población se
>> a la pandemia de SIDA .
>> la identidad cultural de un país .
>> en el hecho de que en si
>> hará desaparecer puestos de trabajo .
>> Me pongo de acuerdo con el
>> A modo de conclusión , el

RZA1_4 - de
>> Tres de las cinco hermanas
>> Las historias amorosas de las chicas eran
>> El Sr Bingley de entrada mostró interés
>> empezaron los cotilleos de que los jóvenes
>> era por culpa de su amigo ,
>> él se enamoró de ella e incluso
>> embargo , cambió de la mente en
>> como las noticias de la fuga llegaron
>> Estos últimos , de inmediato , se
>> la hermana menor de Darcy , no
>> que la familia de Bennet cayera en
>> la familia Bennet de que se había
>> había los tíos de Lydia y Sr
>> , la residencia de la familia de
>> entonces estaba enamorada de Darcy y las
>> pidieron las manos de las hermanas mayores

",1,0
RZA1,RZA1_2,"['RZA1_3', 'RZA1_4']",es dar un paseo por [las] playas pequeñas y apacibles de los alrededores de Tarragona,,,1,las,"RZA1_3 - las
>> Aunque la globalización es un
>> El mensaje principal se
>> poder manejar bien la globalización para que
>> primer lugar , el discurso expresa que
>> quinta parte de la población se encuentra
>> más debido a la pandemia de SIDA
>> Además , la literatura especializada en
>> otra parte , el discurso hace hincapié
>> equivocado pensar que el libre mercado ,
>> de acuerdo con el discurso en que
>> de conclusión , el discurso intenta ,
>> Es innegable que el proceso en cuestión

RZA1_4 - las
>> Las chicas Bennet se
>> Tres de las cinco hermanas ,
>> Las historias amorosas de las chicas
>> A el empezar el año
>> El Sr Bingley de
>> tiempo , empezaron los cotilleos de que
>> parte , a el conocer más a
>> hasta echando le la culpa por separar
>> , quien a el principio mostraba interés
>> Tan pronto como las noticias de la
>> a buscar a los amantes fugitivos .
>> fue a buscar los ya que sabía
>> A el encontrar la pareja
>> Se avisó a la familia Bennet de
>> La boda era muy
>> En cuanto regresaron los recién casados a
>> A el saber lo ,
>> y ambos pidieron las manos de las
>> bodas se celebrarán el mes que viene

",2,0
RZA1,RZA1_2,"['RZA1_3', 'RZA1_4']",(habiendo) [pues ya se habían] acabado los días calurosos del verano,habiendo,"RZA1_3 - habiendo
>> que la globalización ha dejado a el
>> a Africa que ha sufrido aún más
>> de ella , ha de aprender a

RZA1_4 - habiendo
>> de que se había encontrado a los
>> los invitados sólo había los tíos de

",0,pues ya se habían,,0,0
RZA1,RZA1_2,"['RZA1_3', 'RZA1_4']",pero (mientras) todavía no había llegado el tiempo inestable ni las lluvias del invierno,mientras,,0,,,0,0
RZA1,RZA1_2,"['RZA1_3', 'RZA1_4']",los días [en] que no come sano,,,0,en,"RZA1_3 - en
>> principal se centra en el hecho de
>> añade que está en nuestros manos poder
>> En primer lugar ,
>> población se encuentra en pobreza , viviendo
>> la literatura especializada en la economía muestra
>> discurso hace hincapié en el hecho de
>> con el discurso en que no se
>> tiene éxito , en diseminar el mito
>> que el proceso en cuestión pueda brindar

RZA1_4 - en
>> En poco tiempo ,
>> pidió su mano en matrimonio .
>> de la mente en cuanto se dio
>> posteriormente que , en secreto , Darcy
>> de Bennet cayera en deshonor , pero
>> En cuanto regresaron los
>> En poco tiempo ,

",0,0
RZA1,RZA1_2,"['RZA1_3', 'RZA1_4']","decidimos entonces hacer un paseo más largo, [yendo] para el norte",,,0,yendo,"RZA1_4 - yendo
>> que los jóvenes iban a casar se
>> y de que iban a casar se

",0,0
RZA1,RZA1_2,"['RZA1_3', 'RZA1_4']",la bella y rica naturaleza (de la) [del] Delta del Ebro,de la,"RZA1_3 - de la
>> una quinta parte de la población se encuentra

RZA1_4 - de la
>> Tres de las cinco hermanas ,
>> Las historias amorosas de las chicas eran más
>> embargo , cambió de la mente en cuanto
>> como las noticias de la fuga llegaron a
>> , la residencia de la familia de la
>> y las acciones de el último mostraban que
>> pidieron las manos de las hermanas mayores .

",0,del,"RZA1_3 - del
>> una quinta parte de la población se encuentra

RZA1_4 - del
>> Tres de las cinco hermanas ,
>> Las historias amorosas de las chicas eran más
>> embargo , cambió de la mente en cuanto
>> como las noticias de la fuga llegaron a
>> , la residencia de la familia de la
>> y las acciones de el último mostraban que
>> pidieron las manos de las hermanas mayores .

",0,0
RZA1,RZA1_2,"['RZA1_3', 'RZA1_4']","a mí, (esto) [eso] me encanta",esto,"RZA1_3 - esto
>> población beneficia de este proceso .

RZA1_4 - esto
>> se , pero esto no llegó a
>> quería , pero esto no era cierto
>> Estos últimos , de
>> , no obstante este último les paró
>> encontró y que este le pagó a

",0,eso,,0,0
RZA1,RZA1_2,"['RZA1_3', 'RZA1_4']",para mi hermana (esto) [eso] resultó un pequeño reto y no dejaba de quejarse,esto,"RZA1_3 - esto
>> población beneficia de este proceso .

RZA1_4 - esto
>> se , pero esto no llegó a
>> quería , pero esto no era cierto
>> Estos últimos , de
>> , no obstante este último les paró
>> encontró y que este le pagó a

",0,eso,,0,0
RZA1,RZA1_2,"['RZA1_3', 'RZA1_4']",porque tenía miedo de (caer) [caerme],caer,"RZA1_4 - caer
>> , no le cayó bien a nadie
>> familia de Bennet cayera en deshonor ,

",0,caerme,"RZA1_4 - caer
>> , no le cayó bien a nadie
>> familia de Bennet cayera en deshonor ,

",1,0
RZA1,RZA1_2,"['RZA1_3', 'RZA1_4']",ya que por (esta) [esa] zona marítima no circulan vehículos,esta,"RZA1_3 - esta
>> población beneficia de este proceso .

RZA1_4 - esta
>> se , pero esto no llegó a
>> quería , pero esto no era cierto
>> Estos últimos , de
>> , no obstante este último les paró
>> encontró y que este le pagó a

",0,esa,,0,0
RZA1,RZA1_2,"['RZA1_3', 'RZA1_4']",(esto) [eso] resulta difícil y peligroso,esto,"RZA1_3 - esto
>> población beneficia de este proceso .

RZA1_4 - esto
>> se , pero esto no llegó a
>> quería , pero esto no era cierto
>> Estos últimos , de
>> , no obstante este último les paró
>> encontró y que este le pagó a

",0,eso,,0,0
RZA1,RZA1_2,"['RZA1_3', 'RZA1_4']",había de hacerlo por (los) caminos resbaladizos,los,"RZA1_3 - los
>> Aunque la globalización es un
>> El mensaje principal se
>> poder manejar bien la globalización para que
>> primer lugar , el discurso expresa que
>> quinta parte de la población se encuentra
>> más debido a la pandemia de SIDA
>> Además , la literatura especializada en la
>> otra parte , el discurso hace hincapié
>> equivocado pensar que el libre mercado ,
>> de acuerdo con el discurso en que
>> de conclusión , el discurso intenta ,
>> Es innegable que el proceso en cuestión

RZA1_4 - los
>> Las chicas Bennet se
>> Tres de las cinco hermanas ,
>> Las historias amorosas de
>> A el empezar el año
>> El Sr Bingley de
>> tiempo , empezaron los cotilleos de que
>> parte , a el conocer más a
>> hasta echando le la culpa por separar
>> , quien a el principio mostraba interés
>> Tan pronto como las noticias de la
>> a buscar a los amantes fugitivos .
>> fue a buscar los ya que sabía
>> A el encontrar la pareja
>> Se avisó a la familia Bennet de
>> La boda era muy
>> En cuanto regresaron los recién casados a
>> A el saber lo ,
>> y ambos pidieron las manos de las
>> bodas se celebrarán el mes que viene
>> cambió de la mente en cuanto

",2,,"RZA1_3 - los
>> la población se encuentra en pobreza

RZA1_4 - 
>> los tíos de Lydia y Sr. Darcy
>> le pidió su mano en matrimonio",2,1
RZA1,RZA1_2,"['RZA1_3', 'RZA1_4']",había de hacerlo por (resbaladizos) caminos [resbaladizos],resbaladizos,,0,resbaladizos,,0,0
RZA1,RZA1_3,['RZA1_4'],"el discurso intenta, y con éxito, (diseminar) [desmentir] el mito de que la globalización",diseminar,,0,desmentir,,0,0
RZA1,RZA1_3,['RZA1_4'],para que todos podamos (aprovecharse de ella) [aprovecharla],aprovecharse de ella,,0,aprovecharla,,0,0
RZA1,RZA1_3,['RZA1_4'],"sin embargo, la conferenciante añade que está en (nuestros) [nuestras] manos",nuestros,,0,nuestras,,0,0
RZA1,RZA1_3,['RZA1_4'],ni (quejarse) [renegar] de ella,quejarse,,0,renegar,,0,0
RZA1,RZA1_3,['RZA1_4'],"en (si) [sí] misma, la globalización no puede considerarse ni buena, ni mala",si,,0,sí,,0,0
RZA1,RZA1_3,['RZA1_4'],"de momento, no toda la población [se] beneficia de este proceso",,,0,se,"RZA1_4 - se
>> Las chicas Bennet se casan
>> más complicadas de lo normal .
>> iban a casar se , pero esto
>> Se decía que era
>> Darcy , no le cayó bien a
>> a Elizabeth , él se enamoró de
>> Ella le rechazó ,
>> a Lydia , ella se fugó con
>> a Elizabeth , ella se lo contó
>> de inmediato , se pusieron a buscar
>> Se desveló posteriormente que
>> Wickham a casar se con Lydia para
>> Wickham lo aceptó .
>> Se avisó a la
>> Sr Darcy quien les encontró y que
>> A el saber lo , Elizabeth se
>> Sus bodas se celebrarán el mes

",4,0
RZA1,RZA1_3,['RZA1_4'],"sin embargo, [la conferenciante] añade que está en nuestras manos",,,0,la conferenciante,,0,0
RZA1,RZA1_3,['RZA1_4'],viviendo de menos de ($1) [1$] al día,,,0,,,0,0
RZA1,RZA1_3,['RZA1_4'],destaca también a (Africa) [África],Africa,,0,África,,0,0
RZA1,RZA1_3,['RZA1_4'],que ha sufrido aún más debido a la pandemia (de) [del] SIDA,de,"RZA1_4 - de
>> Tres de las cinco hermanas
>> Las historias amorosas de las chicas eran
>> El Sr Bingley de entrada mostró interés
>> empezaron los cotilleos de que los jóvenes
>> era por culpa de su amigo ,
>> él se enamoró de ella e incluso
>> embargo , cambió de la mente en
>> como las noticias de la fuga llegaron
>> Estos últimos , de inmediato , se
>> la hermana menor de Darcy , no
>> que la familia de Bennet cayera en
>> la familia Bennet de que se había
>> había los tíos de Lydia y Sr
>> , la residencia de la familia de
>> entonces estaba enamorada de Darcy y las
>> pidieron las manos de las hermanas mayores

",0,del,"RZA1_4 - de el
>> Tres de las cinco hermanas
>> Las historias amorosas de las chicas eran
>> embargo , cambió de la mente en
>> como las noticias de la fuga llegaron
>> , la residencia de la familia de
>> pidieron las manos de las hermanas mayores

",4,1
RZA1,RZA1_3,['RZA1_4'],"además, la literatura especializada en (la) economía muestra desconfianza en el proceso",la,"RZA1_4 - la
>> Las chicas Bennet se
>> Tres de las cinco hermanas ,
>> Las historias amorosas de
>> A el empezar el año
>> El Sr Bingley de
>> tiempo , empezaron los cotilleos de que
>> parte , a el conocer más a
>> hasta echando le la culpa por separar
>> , quien a el principio mostraba interés
>> Tan pronto como las noticias de la
>> a buscar a los amantes fugitivos .
>> fue a buscar los ya que sabía
>> A el encontrar la pareja
>> Se avisó a la familia Bennet de
>> La boda era muy
>> En cuanto regresaron los recién casados a
>> A el saber lo ,
>> y ambos pidieron las manos de las
>> bodas se celebrarán el mes que viene
>> cambió de la mente en cuanto
",1,,"RZA1_4 - 
>> los tíos de Lydia y Sr. Darcy
>> le pidió su mano en matrimonio",1,1
RZA1,RZA1_3,['RZA1_4'],todo depende de (como) [cómo] la manejamos,como,"RZA1_4 - como
>> Tan pronto como las noticias de
>> los Gardiner , como pensaba la familia

",0,cómo,,0,0
RZA1,RZA1_3,['RZA1_4'],añade que es (equivocado) [un error] pensar que el libre mercado,equivocado,,0,un error,,0,0
RZA1,RZA1_3,['RZA1_4'],(me pongo) [estoy] de acuerdo con el discurso en que no se puede echar la culpa,me pongo,,0,estoy,"RZA1_4 - estoy
>> ya que entonces estaba enamorada de Darcy

",0,0
RZA1,RZA1_3,['RZA1_4'],(ha) [hemos] de aprender a aceptarla y aprender a gozar de ella,ha,"RZA1_4 - ha
>> de que se había encontrado a los
>> los invitados sólo había los tíos de

",0,hemos,"RZA1_4 - hemos
>> de que se había encontrado a los
>> los invitados sólo había los tíos de

",0,0
RZA1,RZA1_3,['RZA1_4'],"el discurso intenta, y (tiene) [con] éxito, desmentir",tiene,"RZA1_4 - tiene
>> sabía que Wickham tenía antecedentes , el

",0,con,"RZA1_4 - con
>> Con respecto a Lydia
>> intentó fugar se con Georgiana , la
>> a casar se con Lydia para evitar
>> que él , con todo , seguía

",0,0
RZA1,RZA1_3,['RZA1_4'],(sólo) [solo] puede conllevar consecuencias negativas,sólo,"RZA1_4 - sólo
>> entre los invitados sólo había los tíos

",1,solo,,0,0
RZA1,RZA1_4,,ella se lo contó al (Sr) [Sr.] Darcy y a sus tíos,Sr,,,,,,
RZA1,RZA1_4,,los tíos de Lydia y el (Sr) [Sr.] Darcy,Sr,,,,,,
RZA1,RZA1_4,,encontraron a sus (caballeros de la brillante armadura) [príncipes azules],caballeros de la brillante armadura,,,príncipes azules,,,
RZA1,RZA1_4,,"[y] no los Gardiner, como pensaba la familia",,,,y,,,
RZA1,RZA1_4,,Darcy intentó persuadir a Wickhan (a) [de] casarse con Lydia,a,,,de,,,
RZA1,RZA1_4,,"el (Sr) [Sr.] Bingley, de entrada, mostró interés por Jane",Sr,,,,,,
RZA1,RZA1_4,,el (Sr) [Sr.] y la (Sra) [Sra.] Gardiner,"Sr, Sra",,,,,,
RZA1,RZA1_4,,Lydia desveló a Elizabeth que fue [el] Sr. Darcy quien les encontró,,,,el,,,
RZA1,RZA1_4,,[el] Sr. Charles Bingley y [el] Sr. Fitzwilliam Darcy,,,,"el, el",,,
RZA1,RZA1_4,,el (Sr) [Sr.] Charles Bingley y el (Sr) [Sr.] Fitzwilliam Darcy,"Sr, Sr",,,,,,
RZA1,RZA1_4,,"pero esto no llegó a cumplirse, [puesto que] de repente Bingley decidió regresar a Londres",,,,puesto que,,,
