Group,Title,docs_to_search,error,error_item,error_context,error_reps,solution_item,solution_context,pass_solution_reps,fail_solution_reps
AZC1,AZC1_3,['AZC1_4'],y vivir (cómo) [como] queremos,cómo,"AZC1_4 - cómo
>> Cómo un accidente se
>> el suceso relataron cómo un artista que

",0,como,"AZC1_4 - como
>> papel tan bien como este , ni

",1,0
AZC1,AZC1_3,['AZC1_4'],"lamentablemente, no todo el mundo puede (profitar) [sacar provecho] de estas oportunidades",profitar,,0,sacar provecho,,0,0
AZC1,AZC1_3,['AZC1_4'],y que [no] tienen (o) [ni] reciben nunca estas ventajas,o,"AZC1_4 - o
>> O eso pensaban .

",0,"no, ni","AZC1_4 - ni
>> como este , ni siquiera tuve que

",1,0
AZC1,AZC1_3,['AZC1_4'],los (paises) [países] industriales roban a los otros países,paises,,0,países,,0,0
AZC1,AZC1_3,['AZC1_4'],en lugares como (Africa) [África],Africa,,0,África,,0,0
AZC1,AZC1_3,['AZC1_4'],necesitan cooperar con (esta gran) [estas grandes] economías,esta gran,,0,estas grandes,,0,0
AZC1,AZC1_3,['AZC1_4'],solo recibe los aspectos negativos de (eso) [ese] proceso,eso,"AZC1_4 - eso
>> O eso pensaban .
>> Eso es exactamente lo

",0,ese,"AZC1_4 - ese
>> O eso pensaban .
>> Eso es exactamente lo

",2,0
AZC1,AZC1_3,['AZC1_4'],todos los resultados (positivas) [positivos],positivas,,0,positivos,,0,0
AZC1,AZC1_3,['AZC1_4'],no es ni buena ni (mal) [mala],mal,,0,mala,,0,0
AZC1,AZC1_3,['AZC1_4'],el mundo necesita (que venir junto) [unirse],que venir junto,,0,unirse,,0,0
AZC1,AZC1_3,['AZC1_4'],y (lucha) [luchar] contra las circunstancias malas,lucha,,0,luchar,,0,0
AZC1,AZC1_3,['AZC1_4'],las (circumstancias) [circunstancias] malas,circumstancias,,0,circunstancias,,0,0
AZC1,AZC1_3,['AZC1_4'],es también la tarea de todos (los actores) crear un mundo mejor,los actores,,0,,,0,0
AZC1,AZC1_4,,ya puedes reservar entradas para (la publicación) [el estreno] en nuestra página web,la publicación,,,el estreno,,,
AZC1,AZC1_4,,el pasado fin de (Semana) [semana],Semana,,,semana,,,
AZC1,AZC1_4,,un artista que debía (pasar) [adelantar] a un grupo de jóvenes en bicicleta,pasar,,,adelantar,,,
AZC1,AZC1_4,,"el protagonista estaba (dañado) [herido], ¿y ahora qué?",dañado,,,herido,,,
AZC1,AZC1_4,,pero el (mimo de doblaje) [doble] enfermó de coronavirus dos días antes del rodaje,mimo de doblaje,,,doble,,,
AZC1,AZC1_4,,pero el doble enfermó de (Corona) [coronavirus] dos días antes del rodaje,Corona,,,coronavirus,,,
AZC1,AZC1_4,,"por lo que el ""Pablo Sánchez herido"" pudo (iniciarse) [ver la luz en pantalla] perfectamente gracias a",iniciarse,,,ver la luz en pantalla,,,
