Group,Title,docs_to_search,error,error_item,error_context,error_reps,solution_item,solution_context,pass_solution_reps,fail_solution_reps
FLL1,FLL1_1,"['FLL1_2', 'FLL1_3', 'FLL1_4']",cuando (ellas) [estas] quieren,ellas,"FLL1_2 - ellas
>> sólo quería casar se con la princesa
>> fin de mostrar le su amor por
>> sabía que a ella le encantaban los
>> un niño mago le dijo a Felipe
>> estoy pensando en ella .
>> cualquier cosa por ella , aunque sea
>> princesa Diana , le respondió :
>> manera para robar lo sin que nadie
>> , decidió echar se una siesta antes
>> , escuchó todo lo que había dicho
>> horas , Felipe se levantó bien descansado
>> Felipe se dijo en voz
>> Eso le permitió llegar hasta
>> Diana para ofrecer le el diamante ,
>> Ella estaba sentada en
>> Felipe le ofreció su prueba
>> Decidieron casar se , y un

FLL1_3 - ellas
>> primer lugar , ella hace referencia a
>> , el comercio se ha reducido durante
>> , como nos lo dice ella ,
>> segundo lugar , ella nos habla de
>> depende de cómo se maneje , es
>> hay que modelar lo políticamente y incluir
>> que nos hace ella , de unir

FLL1_4 - ellas
>> un muñeco casi se convirtió en un
>> algo fuera de lo normal .
>> un profesor que se llama Jose Guiseppe
>> El niño lo han llamado ""
>> no podemos dejar le el niño ""
>> de Pinocho y lo pusieron en la
>> verdadera familia , lo que quería de

",0,estas,"FLL1_3 - estas
>> ha reducido durante estos últimos 20 años

FLL1_4 - estas
>> Este experimento ilegal causó
>> Después de esta declaración el niño
>> el caso de este niño de madera

",0,0
FLL1,FLL1_1,"['FLL1_2', 'FLL1_3', 'FLL1_4']",cuando estas quieren (de nuevo) formar parte de nuestra sociedad [de nuevo],de nuevo,,0,de nuevo,,0,0
FLL1,FLL1_1,"['FLL1_2', 'FLL1_3', 'FLL1_4']",cuando estas quieren (hacer) [formar] parte de nuestra sociedad de nuevo,hacer,"FLL1_2 - hacer
>> una vez , hace mucho tiempo ,
>> Podría hacer cualquier cosa por

FLL1_3 - hacer
>> lugar , ella hace referencia a el
>> ¿ Qué debemos hacer para que el
>> invitación que nos hace ella , de

FLL1_4 - hacer
>> Hace un par de
>> durante años había hecho .
>> notaron que ya hacía un par de
>> raro y que hace mucho ruido en

",0,formar,,0,0
FLL1,FLL1_1,"['FLL1_2', 'FLL1_3', 'FLL1_4']",lo que se debería hacer para ayudar [a] los convictos,,"FLL1_3 - el
>> ha llevado a la globalización hasta un punto",1,a,"FLL1_2 - a
>> tenía que encontrar a un marido para
>> recién muerto , a menos que tengan
>> A fin de mostrar
>> conocía muy bien a la princesa y
>> mago le dijo a Felipe :
>> Amas de verdad a la princesa Diana
>> amaba de verdad a la princesa Diana
>> , te voy a ayudar a robar
>> Pero vas a tener que irte
>> antes de ir a robar el diamante
>> quien había espiado a Felipe , escuchó
>> para animar se a lograr su meta
>> que Felipe buscó a la princesa Diana

FLL1_3 - a
>> ella hace referencia a el constato de
>> de un siglo a Alemania para conseguir
>> políticamente y incluir a los estudiantes de

FLL1_4 - a
>> madera ha vuelto a la vida gracias
>> que tiene acceso a los laboratorios de
>> "" Pinocho "" a causa de el
>> de educar correctamente a su hijo ,
>> el pobre niño a su padre ,

",11,0
FLL1,FLL1_1,"['FLL1_2', 'FLL1_3', 'FLL1_4']",invertir más en los programas de formación (profesionales) [profesional],profesionales,,0,profesional,,0,0
FLL1,FLL1_1,"['FLL1_2', 'FLL1_3', 'FLL1_4']",una ocupación (día a día) [diaria] para no reincidir,día a día,,0,diaria,,0,0
FLL1,FLL1_2,"['FLL1_3', 'FLL1_4']",¡por mi princesa haré hasta (el) [lo] imposible!,el,"FLL1_3 - el
>> La conferenciante ha tratado
>> hace referencia a el constato de el
>> en África , el comercio se ha
>> El desafío de nuestro
>> Sin embargo las crisis financieras que
>> La FMI ha constatado
>> No obstante , la desregulación iniciada en
>> , que estudió las riquezas y las
>> Además , la conferenciante nos da
>> y incluir a los estudiantes de economía
>> No obstante , la FMI puede desempeñar
>> En conclusión , la pregunta de Karl
>> nuestro mundo en el que vivimos ,

FLL1_4 - el
>> ha vuelto a la vida gracias a
>> El viernes pasado en
>> un profesor de la Universidad de Pompeu
>> El hombre que estaba
>> Tanto el personal de la
>> mucho ruido en la sala científica de
>> El niño lo han
>> gran sensación porque la Universidad de Pompeu
>> de esta declaración el niño fue colocado
>> Sin embargo , los niños de el
>> colgaron fotos de el niño de madera
>> No obstante , la opinión pública reaccionó
>> ejercieron presión sobre los asistentes sociales para

",0,lo,"FLL1_3 - lo
>> primer lugar , ella hace referencia a
>> , el comercio se ha reducido durante
>> , como nos lo dice ella ,
>> segundo lugar , ella nos habla de
>> depende de cómo se maneje , es
>> hay que modelar lo políticamente y incluir
>> que nos hace ella , de unir

FLL1_4 - lo
>> un muñeco casi se convirtió en un
>> algo fuera de lo normal .
>> un profesor que se llama Jose Guiseppe
>> El niño lo han llamado ""
>> no podemos dejar le el niño ""
>> de Pinocho y lo pusieron en la
>> verdadera familia , lo que quería de

",2,0
FLL1,FLL1_2,"['FLL1_3', 'FLL1_4']",a fin de (mostrarle) [mostrar] su amor por la linda princesa,mostrarle,,0,mostrar,"FLL1_4 - mostrar
>> madera y videos mostrando el milagro científico

",1,0
FLL1,FLL1_2,"['FLL1_3', 'FLL1_4']",era el (más bonito) diamante [más bonito] del mundo,más bonito,,0,más bonito,,0,0
FLL1,FLL1_2,"['FLL1_3', 'FLL1_4']",buscaba una manera de robarlo (en) [de] la Sagrada Familia,en,"FLL1_3 - en
>> En primer lugar ,
>> Además , en algunos países como
>> y la paz en el mundo .
>> que tuvieron lugar en 1990 , en
>> los centros financieros en los países industriales
>> la desregulación iniciada en 1980 , ha
>> En segundo lugar ,
>> En conclusión , la
>> Hoy en día tenemos que

FLL1_4 - en
>> de Pompeu Fabra en Barcelona .
>> El viernes pasado en Barcelona un muñeco
>> En efecto , un
>> por eso que en un momento de
>> hace mucho ruido en la sala científica
>> Pompeu Fabra , en un comunicado de
>> niño fue colocado en un orfelinato por
>> y lo pusieron en la red social

",0,de,"FLL1_3 - de
>> conferenciante ha tratado de el tema de
>> a el constato de el Banco Mundial
>> aumentación demográfica , de una población cada
>> El desafío de nuestro siglo ,
>> económicas y políticas de la evolución de
>> hasta un punto de exuberancia irracional ,
>> ella nos habla de Adam Smith ,
>> , porque depende de cómo se maneje
>> a los estudiantes de economía para encontrar
>> , la pregunta de Karl Popper :
>> hace ella , de unir se para

FLL1_4 - de
>> Hace un par de días , un
>> , un profesor de la Universidad de
>> , estaba sufriendo de una enfermedad mental
>> familia estaba deseoso de tener un hijo
>> Tanto el personal de la limpieza como
>> la sala científica de el primer piso
>> "" a causa de el cuento de
>> porque la Universidad de Pompeu Fabra ,
>> Después de esta declaración el
>> , los niños de el orfanato decidieron
>> que colgaron fotos de el niño de
>> por el caso de este niño de
>> lo que quería de todo su corazón

",3,2
FLL1,FLL1_2,"['FLL1_3', 'FLL1_4']",Lord James y el (caballerizo) [caballero] Felipe,caballerizo,,0,caballero,,0,0
FLL1,FLL1_2,"['FLL1_3', 'FLL1_4']","(erase) [érase] una vez, hace mucho tiempo, en Barcelona",erase,,0,érase,,0,0
FLL1,FLL1_2,"['FLL1_3', 'FLL1_4']","Lord James, (sólo) [solo] quería casarse con la princesa para tener más poder",sólo,,0,solo,,0,0
FLL1,FLL1_2,"['FLL1_3', 'FLL1_4']","es que cada día, hora y (minutos) [minuto] estoy pensando en ella",minutos,,0,minuto,,0,0
FLL1,FLL1_2,"['FLL1_3', 'FLL1_4']","pero vas a tener que irte [rápido], porque extrañas criaturas pueden aparecer",,,0,rápido,,0,0
FLL1,FLL1_2,"['FLL1_3', 'FLL1_4']",entró en las cloacas [que estaban] por la plaza Cataluña,,,0,que estaban,"FLL1_4 - que estaban
>> El hombre que estaba desesperado por no
>> par de días que estaba sucediendo algo fuera

",0,0
FLL1,FLL1_2,"['FLL1_3', 'FLL1_4']",su miedo (de) [a] la oscuridad,de,"FLL1_3 - de
>> conferenciante ha tratado de el tema de
>> a el constato de el Banco Mundial
>> aumentación demográfica , de una población cada
>> El desafío de nuestro siglo ,
>> económicas y políticas de la evolución de
>> hasta un punto de exuberancia irracional ,
>> ella nos habla de Adam Smith ,
>> , porque depende de cómo se maneje
>> a los estudiantes de economía para encontrar
>> , la pregunta de Karl Popper :
>> hace ella , de unir se para

FLL1_4 - de
>> Hace un par de días , un
>> , un profesor de la Universidad de
>> , estaba sufriendo de una enfermedad mental
>> familia estaba deseoso de tener un hijo
>> Tanto el personal de la limpieza como
>> la sala científica de el primer piso
>> "" a causa de el cuento de
>> porque la Universidad de Pompeu Fabra ,
>> Después de esta declaración el
>> , los niños de el orfanato decidieron
>> que colgaron fotos de el niño de
>> por el caso de este niño de
>> lo que quería de todo su corazón

",2,a,"FLL1_3 - a
>> ella hace referencia a el constato de
>> de un siglo a Alemania para conseguir
>> políticamente y incluir a los estudiantes de

FLL1_4 - a
>> madera ha vuelto a la vida gracias
>> que tiene acceso a los laboratorios de
>> "" Pinocho "" a causa de el
>> de educar correctamente a su hijo ,
>> el pobre niño a su padre ,

",3,0
FLL1,FLL1_2,"['FLL1_3', 'FLL1_4']",ella estaba sentada en el (collumpio) [columpio] del gran jardín,collumpio,,0,columpio,,0,0
FLL1,FLL1_3,['FLL1_4'],las riquezas y las repercusiones que (tuvó) [tuvo] la Revolución Industrial,tuvó,,0,tuvo,"FLL1_4 - tuvo
>> Pompeu Fabra que tiene acceso a los
>> de ya haber tenido problemas psicológicos antes
>> desesperado por no tener ninguna familia estaba
>> problemas mentales que tiene no podemos dejar

",0,0
FLL1,FLL1_3,['FLL1_4'],(y) [e] incluir a los estudiantes de economía,y,"FLL1_4 - y
>> es muy raro y que hace mucho
>> la Dirección Universitaria y entonces está considerado
>> a los vecinos y amigos para discernir
>> provecho de Pinocho y lo pusieron en
>> niño de madera y videos mostrando el
>> de su padre y que fue utilizado
>> su padre , y que vivieran como

",0,e,,0,0
FLL1,FLL1_3,['FLL1_4'],(suma) [resume] bien mi punto de vista sobre la globalización,suma,,0,resume,,0,0
FLL1,FLL1_3,['FLL1_4'],una quinta parte de la humanidad vive con ingresos de menos de un dólar (cada) [al] día,cada,"FLL1_4 - cada
>> el primer piso cada viernes por la

",0,al,"FLL1_4 - a el
>> ha vuelto a la vida gracias a

",0,0
FLL1,FLL1_3,['FLL1_4'],necesitó más de un siglo en Alemania para (conseguirlo) [ser implementada],conseguirlo,,0,ser implementada,,0,0
FLL1,FLL1_3,['FLL1_4'],una quinta parte de la humanidad vive con [ingresos de] menos de un dólar (como ingreso) al día,como ingreso,,0,ingresos de,,0,0
FLL1,FLL1_3,['FLL1_4'],y es (eso) [esa] la invitación,eso,"FLL1_4 - eso
>> , es por eso que en un
>> , y con eso por cierto ganaron

",0,esa,"FLL1_4 - esa
>> , es por eso que en un
>> , y con eso por cierto ganaron

",2,0
FLL1,FLL1_3,['FLL1_4'],ella hace referencia (al constato) [a la constatación] del Banco Mundial,al constato,,0,a la constatación,,0,0
FLL1,FLL1_3,['FLL1_4'],(la) [el] FMI ha constatado las repercusiones económicas y políticas,la,"FLL1_4 - la
>> ha vuelto a la vida gracias a
>> El viernes pasado en
>> un profesor de la Universidad de Pompeu
>> El hombre que estaba
>> Tanto el personal de la
>> mucho ruido en la sala científica de
>> El niño lo han
>> gran sensación porque la Universidad de Pompeu
>> de esta declaración el niño fue colocado
>> Sin embargo , los niños de el
>> colgaron fotos de el niño de madera
>> No obstante , la opinión pública reaccionó
>> ejercieron presión sobre los asistentes sociales para
>> puso en práctica todas los descubrimientos

",1,el,"FLL1_4 - el
>> ha vuelto a la vida gracias a
>> El viernes pasado en
>> un profesor de la Universidad de Pompeu
>> El hombre que estaba
>> Tanto el personal de la
>> mucho ruido en la sala científica de
>> El niño lo han
>> gran sensación porque la Universidad de Pompeu
>> de esta declaración el niño fue colocado
>> Sin embargo , los niños de el
>> colgaron fotos de el niño de madera
>> No obstante , la opinión pública reaccionó
>> ejercieron presión sobre los asistentes sociales para

",8,0
FLL1,FLL1_3,['FLL1_4'],la conferenciante ha tratado (del) [el] tema de la globalización,del,,0,el,"FLL1_4 - el
>> ha vuelto a la vida gracias a
>> El viernes pasado en
>> un profesor de la Universidad de Pompeu
>> El hombre que estaba
>> Tanto el personal de la
>> mucho ruido en la sala científica de
>> El niño lo han
>> gran sensación porque la Universidad de Pompeu
>> de esta declaración el niño fue colocado
>> Sin embargo , los niños de el
>> colgaron fotos de el niño de madera
>> No obstante , la opinión pública reaccionó
>> ejercieron presión sobre los asistentes sociales para

",0,0
FLL1,FLL1_3,['FLL1_4'],evocando [tanto] los puntos negativos que tiene la globalización (tanto) como los puntos positivos,tanto,"FLL1_4 - tanto
>> Tanto el personal de

",0,tanto,"FLL1_4 - tanto
>> Tanto el personal de

",1,0
FLL1,FLL1_3,['FLL1_4'],evocando tanto los puntos negativos que (produce) [tiene] la globalización como los puntos positivos,produce,,0,tiene,"FLL1_4 - tiene
>> Pompeu Fabra que tiene acceso a los
>> de ya haber tenido problemas psicológicos antes
>> desesperado por no tener ninguna familia estaba
>> problemas mentales que tiene no podemos dejar

",4,0
FLL1,FLL1_3,['FLL1_4'],la constatación del Banco Mundial [de] que hoy en día una quinta parte de la humanidad,,,0,de,"FLL1_4 - de
>> Hace un par de días , un
>> , un profesor de la Universidad de
>> , estaba sufriendo de una enfermedad mental
>> familia estaba deseoso de tener un hijo
>> Tanto el personal de la limpieza como
>> la sala científica de el primer piso
>> "" a causa de el cuento de
>> porque la Universidad de Pompeu Fabra ,
>> Después de esta declaración el
>> , los niños de el orfanato decidieron
>> que colgaron fotos de el niño de
>> por el caso de este niño de
>> lo que quería de todo su corazón

",0,0
FLL1,FLL1_3,['FLL1_4'],una quinta parte de la humanidad vive con ingresos de menos de un (dollar) [dólar] al día,dollar,,0,dólar,,0,0
FLL1,FLL1_3,['FLL1_4'],su crecimiento económico no ha podido seguir (la aumentación demográfica) [el aumento demográfico],la aumentación demográfica,,0,el aumento demográfico,,0,0
FLL1,FLL1_3,['FLL1_4'],(producieron) [produjeron] graves consecuencias económicas,producieron,,0,produjeron,,0,0
FLL1,FLL1_3,['FLL1_4'],ha llevado [a] la globalización hasta un punto de exuberancia irracional,,,0,a,"FLL1_4 - a
>> madera ha vuelto a la vida gracias
>> que tiene acceso a los laboratorios de
>> "" Pinocho "" a causa de el
>> de educar correctamente a su hijo ,
>> el pobre niño a su padre ,

",2,0
FLL1,FLL1_3,['FLL1_4'],no nos permite conocer las causas ni las repercusiones sobre la economía (real) [reales],real,,0,reales,,0,0
FLL1,FLL1_3,['FLL1_4'],necesitó más de un siglo (a) [en] Alemania,a,"FLL1_4 - a
>> madera ha vuelto a la vida gracias
>> que tiene acceso a los laboratorios de
>> "" Pinocho "" a causa de el
>> de educar correctamente a su hijo ,
>> el pobre niño a su padre ,

",0,en,"FLL1_4 - en
>> de Pompeu Fabra en Barcelona .
>> El viernes pasado en Barcelona un muñeco
>> En efecto , un
>> por eso que en un momento de
>> hace mucho ruido en la sala científica
>> Pompeu Fabra , en un comunicado de
>> niño fue colocado en un orfelinato por
>> y lo pusieron en la red social

",6,0
FLL1,FLL1_3,['FLL1_4'],"la globalización, que no es ni (bien) [buena] ni mala",bien,"FLL1_4 - bien
>> red social muy bien conocida por los

",0,buena,,0,0
FLL1,FLL1_3,['FLL1_4'],"la globalización, que no es ni buena ni (malo) [mala]",malo,"FLL1_4 - la

>> puso en práctica todas los descubrimientos

",1,mala,"FLL1_4 - el
>> El viernes pasado en
>> mucho ruido en la sala científica de
>> gran sensación porque la Universidad de Pompeu
>> de esta declaración el niño fue colocado
>> No obstante , la opinión pública reaccionó
>> ejercieron presión sobre los asistentes sociales para",6,0
FLL1,FLL1_3,['FLL1_4'],hay que (modelarlo) [modelarla] políticamente,modelarlo,"FLL1_4 - la

>> puso en práctica todas los descubrimientos

",1,modelarla,,0,0
FLL1,FLL1_3,['FLL1_4'],"(no obstante) [más aún], el FMI también puede desempeñar un papel importante",no obstante,"FLL1_4 - no obstante
>> No obstante , la opinión

",0,más aún,,0,0
FLL1,FLL1_3,['FLL1_4'],"no obstante, (la) [el] FMI también puede desempeñar un papel importante",la,"FLL1_4 - la
>> ha vuelto a la vida gracias a
>> El viernes pasado en
>> un profesor de la Universidad de Pompeu
>> El hombre que estaba
>> Tanto el personal de la
>> mucho ruido en la sala científica de
>> El niño lo han
>> gran sensación porque la Universidad de Pompeu
>> de esta declaración el niño fue colocado
>> Sin embargo , los niños de el
>> colgaron fotos de el niño de madera
>> No obstante , la opinión pública reaccionó
>> ejercieron presión sobre los asistentes sociales para
>> puso en práctica todas los descubrimientos

",1,el,"FLL1_4 - el
>> ha vuelto a la vida gracias a
>> El viernes pasado en
>> un profesor de la Universidad de Pompeu
>> El hombre que estaba
>> Tanto el personal de la
>> mucho ruido en la sala científica de
>> El niño lo han
>> gran sensación porque la Universidad de Pompeu
>> de esta declaración el niño fue colocado
>> Sin embargo , los niños de el
>> colgaron fotos de el niño de madera
>> No obstante , la opinión pública reaccionó
>> ejercieron presión sobre los asistentes sociales para

",8,0
FLL1,FLL1_3,['FLL1_4'],"no obstante, el FMI [también] puede desempeñar un papel importante",,,0,también,,0,0
FLL1,FLL1_3,['FLL1_4'],nuestro mundo (en el que vivimos),en el que vivimos,,0,,,0,0
