Group,Title,docs_to_search,error,error_item,error_context,error_reps,solution_item,solution_context,pass_solution_reps,fail_solution_reps
RPI1,RPI1_1,"['RPI1_2', 'RPI1_3', 'RPI1_4']",o un crimen de (una) menor gravedad,una,"RPI1_2 - una
>> Dos tragedias , una comunidad y un
>> Solo un año después de
>> dos ya que una vez más ,
>> acaeció apenas hace un año , el
>> formas , con una fuerza impensable ,
>> Un estudio realizado por
>> implica que , un descenso en la
>> ) puede causar un círculo vicioso de
>> que conduce a un aumento de temperatura
>> Hemos entrado en una situación crítica donde

RPI1_3 - una
>> hablante ha logrado un argumento casi completo
>> que mencionar que una reflexion sobre el
>> siempre ha sido uno de los asuntos
>> que vivimos en un mundo que se
>> que conduce a un circulo vicioso .
>> no benefician de una educación publica de
>> la economia es una cuestion psicologica y
>> adelante no es un concepto erroneo .
>> 19 para generar un nuevo modelo para
>> historia economica de un dado pais por
>> considerar , falta una explicacion desarrollada sobre

RPI1_4 - una
>> a raíz de una llamada alarmante de
>> nación , desencadenando una frenética atención mediática
>> Civil ha hecho una redada esta tarde
>> que lidiar con una muchedumbre enorme de
>> de Amy dejó un mensaje breve pero

",0,,,0,0
RPI1,RPI1_1,"['RPI1_2', 'RPI1_3', 'RPI1_4']",tenemos la tendencia (de) [a] adaptarnos a nuestro entorno,de,"RPI1_2 - de
>> 30 de mayo 2022
>> un año después de el trágico ataque
>> más , hablamos de una mujer que
>> A pesar de sus esfuerzos ,
>> para la gente de esta localidad .
>> 6 meses después de el desolador incidente
>> La memoria de la tragedia aun
>> De todas formas ,
>> empezado a hablar de esto en la
>> , pero lo de el hielo ...
>> que el resto de el mundo y
>> , la probabilidad de que este acontecimiento
>> por la Universidad de Harvard afirma que
>> Antártida son responsables de las temperaturas de
>> refleja el calor de vuelta a el
>> , este incremento de temperatura afecta a
>> El deshielo de el permafrost (
>> a un aumento de temperatura que produce
>> Este interminable proceso de causa y efecto
>> en la comunidad de Wales , Alaska
>> típicos , anticipados de nuestro futuro .

RPI1_3 - de
>> a el concepto de la globalización ,
>> a mi modo de ver es primordial
>> , los consequencias de las crisis pasadas
>> La desigualdad de la distribución de
>> , el hecho de que todavia hay
>> no se trada de desigualdad economica sino
>> países no benefician de una educación publica
>> a el concepto de el "" mercado
>> cual , uno de los desafios que
>> sobre la importancia de ir adelante no
>> anteriores como la de 2008 y la
>> la historia economica de un dado pais
>> forma la base de este asunto y

RPI1_4 - de
>> su casa después de haber sido declarada
>> El 23 abril de 2014 , en
>> , los padres de la mujer ,
>> El misterioso caso de Amy Dunne ha
>> el principal sospechoso de la investigación ,
>> La mujer de 27 años está
>> la policía local de North Carthage ,
>> el antiguo apartamento de Desi , donde
>> cuchillos , cuerda de amarre y cantidades
>> ha sido acusado de secuestro y abuso
>> , poco después de la llegada de
>> , a través de las redes sociales
>> Aunque la mayoría de la comunidad local
>> ha sido víctima de acoso en las
>> sienten los padres de Amy .
>> ridiculizado la experiencia de Amy , estoy…
>> los detalles precisos de el secuestro y
>> la supervisión cercana de médicos y psiquiatras
>> La madre de Amy dejó un
>> al igual que una constante insistencia de establecer contacto

",2,a,"RPI1_2 - a
>> y apresuradamente vinieron a ayudar .
>> A pesar de sus
>> Fui a Wales , Alaska
>> discusión en torno a el fenómeno antedicho
>> y han empezado a hablar de esto
>> hablaron , pese a lo que pasó
>> no es algo a el cual podemos
>> esto puede llevar a que los animales
>> el hielo ártico a una tasa de
>> calor de vuelta a el espacio ,
>> A su vez ,
>> permanecido congelada durante a el menos dos
>> lo que conduce a un aumento de
>> "" en cuanto a el cambio climático

RPI1_3 - a
>> completo en cuanto a el concepto de
>> sin embargo , a mi modo de
>> modelo que beneficie a el futuro de
>> por varios economistas a lo largo de
>> educativa que conduce a un circulo vicioso
>> Con respecto a el concepto de
>> A el contrario ,
>> psicologicas en cuanto a la operacion de

RPI1_4 - a
>> ha regresado misteriosamente a su casa después
>> Elliott , informaron a las autoridades que
>> Dunne ha estremecido a la nación ,
>> , ha anunciado a las fuerzas de
>> mujer ha identificado a su raptor como
>> de el tiempo a través de cartas
>> y será llevado a juicio este jueves
>> cercanas que llegaron a su casa para
>> Muchos vinieron a transmitir en vivo
>> dado la bienvenida a Amy con sus
>> descontento con respecto a las opiniones públicas
>> La policía llevará a cabo investigaciones más

",0,0
RPI1,RPI1_1,"['RPI1_2', 'RPI1_3', 'RPI1_4']",para prevenir (los) delitos,los,"RPI1_2 - los
>> año después de el trágico ataque de
>> Es alarmante la similitud entre los
>> un año , el pueblo escuchó sus
>> sus esfuerzos , la agresion llegó a
>> , esta es la nueva realidad para
>> meses después de el desolador incidente de
>> La memoria de la
>> fuerza impensable , los lugareños lograron centrar
>> y podemos ver los cambios , podemos
>> de esto en la escuela .
>> Los niños no deberían
>> La manera en la
>> Como el aldeano ha comentado
>> Los expertos han constatado
>> Es decir , la probabilidad de que
>> estudio realizado por la Universidad de Harvard
>> El Ártico y la
>> El hielo refleja el
>> temperatura afecta a los cultivos alimentarios ,
>> esto es solo el principio .
>> El deshielo de el
>> se derrite , el metano se propaga
>> efecto que involucra el permahielo , podría
>> El pavoroso incidente ha

RPI1_3 - los
>> La hablante ha logrado
>> es primordial entender el rol de la
>> una reflexion sobre el pasado , es
>> La desigualdad de la
>> ha comentado , el hecho de que
>> economica sino que la de el sistema
>> de calidad donde los estudiantes adquieren conocimientos
>> Con respecto a el concepto de el
>> Sin embargo , la economia es una
>> A el contrario , lo
>> importante aprender sobre el pasado , es
>> importante pensar en la historia economica de
>> En conclusion , el audio aporta muchas

RPI1_4 - los
>> El 23 abril de
>> Aquella mañana , los padres de la
>> El misterioso caso de
>> sin embargo , el pueblo North Carthage
>> que había sido el principal sospechoso de
>> La mujer de 27
>> No obstante , la mujer ha identificado
>> La Guardia Civil ha
>> escondido dentro de la propiedad .
>> poco después de la llegada de Amy
>> a través de las redes sociales ,
>> Aunque la mayoría de la
>> de acoso en las redes sociales durante
>> lo que sienten los padres de Amy
>> Las palabras utilizadas ,
>> La policía llevará a
>> Amy está bajo la supervisión cercana de
>> La madre de Amy
>> Nunca pierdas la esperanza .

",0,,"RPI1_4 - 
>> bajo la supervisión cercana de médicos y psiquiatras",1,0
RPI1,RPI1_1,"['RPI1_2', 'RPI1_3', 'RPI1_4']",(como) [que] el criminal en serie con el que comparte su entorno,como,"RPI1_2 - como
>> la comunidad y como se puede imaginar
>> nuestro lugar tal como lo conocemos desde
>> pasó , así como sus conocimientos sobre
>> Como el aldeano ha
>> ha reforzado , como ha hecho su

RPI1_3 - como
>> crisis pasadas tales como la crisis de
>> Como se ha comentado
>> conocimientos basicos sobre como funciona el mercado
>> mercado libre "" como muchos filósofos han
>> crisis economicas anteriores como la de 2008
>> pais por ejemplo como la inversión extranjera
>> explicacion desarrollada sobre como el sistema educacional

RPI1_4 - como
>> a su raptor como su ex novio
>> objetos sospechosos tales como armas , cuchillos

",3,que,"RPI1_2 - que
>> un oso polar que , causó la
>> los dos ya que una vez más
>> Igual que lo que acaeció
>> misma conclusión desgarradora que el precedente ,
>> de el segundo que sucedió el 29
>> "" Es innegable que se está calentando
>> todo ... lo que pasó ... intentamos
>> pese a lo que pasó , así
>> expertos han constatado que el Ártico está
>> la probabilidad de que este acontecimiento ocurra
>> de Harvard afirma que hemos perdido el
>> espacio , lo que implica que ,
>> alimentarios , lo que resulta en menos
>> porción de tierra que haya permanecido congelada
>> arriba , lo que conduce a un
>> causa y efecto que involucra el permahielo
>> su precedente , que las delimitaciones de
>> decisivos para prevenir que lo inconcebible se

RPI1_3 - que
>> a el igual que la pobreza que
>> la psicología humana que goberna nuestro sistema
>> Además hay que mencionar que una
>> los asuntos principales que se han debatido
>> el hecho de que todavia hay personas
>> desigualdad economica sino que la de el
>> Dado que muchos países no
>> de los desafios que encontrariamos en un
>> contrario , lo que ha comentado la
>> somos consiente de que el antedicho es
>> significantes conceptos economicos que tenemos que considerar

RPI1_4 - que
>> a las autoridades que sospechaban que la
>> atención mediática , que ha consistido en
>> Nick Dune , que había sido el
>> encontraron evidencia de que el presunto secuestrador
>> su familia tuvieron que lidiar con una
>> invasión de privacidad que han experimentado .
>> he visto cosas que no me merecía

",3,0
RPI1,RPI1_1,"['RPI1_2', 'RPI1_3', 'RPI1_4']",esto se debe (por) [en] parte a la falta de,por,"RPI1_2 - por
>> años respectivamente causada por otro enfrentamiento horroroso
>> fenómeno antedicho , por la cual han
>> los ... y por supuesto , los
>> Un estudio realizado por la Universidad de
>> la atmósfera y por consecuencia , temperaturas
>> se han superado por mucho tiempo .

RPI1_3 - por
>> la crisis causada por Covid-19 , sería
>> se han debatido por varios economistas a
>> personas que trabajan por 1 $ por
>> propio interes , por lo cual ,
>> la crisis causada por el Covid 19
>> un dado pais por ejemplo como la

RPI1_4 - por
>> ha sido detenido por la policía local
>> mensajes no solicitados por la víctima que
>> Por favor , déjanos

",2,en,"RPI1_2 - en
>> de 2021 ; en otras palabras ,
>> tragedia aun prevalecía en la comunidad y
>> centrar la discusión en torno a el
>> hablar de esto en la escuela .
>> La manera en la cual hablaron
>> por década y en los últimos 30
>> , un descenso en la cantidad de
>> lo que resulta en menos recursos a
>> huellas para siempre en la comunidad de
>> Hemos entrado en una situación crítica

RPI1_3 - en
>> argumento casi completo en cuanto a el
>> , sería esencial en el desarollo de
>> mientras que vivimos en un mundo que
>> mejor la vida en si , mejorar
>> desafios que encontrariamos en un mercado libre
>> es importante pensar en la historia economica
>> En conclusion , el

RPI1_4 - en
>> de 2014 , en su quinto aniversario
>> que ha consistido en numerosas teorías conspirativas
>> años está todavía en estado de aturdimiento
>> se ha convertido en el presunto culpable
>> redada esta tarde en el antiguo apartamento
>> vinieron a transmitir en vivo , a
>> personas , atrapados en el sensacionalismo mediático
>> víctima de acoso en las redes sociales
>> , la manera en la cual se
>> favor , déjanos en paz . ""
>> conmovedor esta tarde en su cuenta de
>> Mi niña está en casa .

",2,0
RPI1,RPI1_1,"['RPI1_2', 'RPI1_3', 'RPI1_4']",¿método de reinserción o herramienta para [el] aislamiento social?,,,0,el,"RPI1_2 - el
>> año después de el trágico ataque de
>> Es alarmante la similitud entre los
>> un año , el pueblo escuchó sus
>> sus esfuerzos , la agresion llegó a
>> , esta es la nueva realidad para
>> meses después de el desolador incidente de
>> La memoria de la
>> fuerza impensable , los lugareños lograron centrar
>> y podemos ver los cambios , podemos
>> de esto en la escuela .
>> Los niños no deberían
>> La manera en la
>> Como el aldeano ha comentado
>> Los expertos han constatado
>> Es decir , la probabilidad de que
>> estudio realizado por la Universidad de Harvard
>> El Ártico y la
>> El hielo refleja el
>> temperatura afecta a los cultivos alimentarios ,
>> esto es solo el principio .
>> El deshielo de el
>> se derrite , el metano se propaga
>> efecto que involucra el permahielo , podría
>> El pavoroso incidente ha

RPI1_3 - el
>> La hablante ha logrado
>> es primordial entender el rol de la
>> una reflexion sobre el pasado , es
>> La desigualdad de la
>> ha comentado , el hecho de que
>> economica sino que la de el sistema
>> de calidad donde los estudiantes adquieren conocimientos
>> Con respecto a el concepto de el
>> Sin embargo , la economia es una
>> A el contrario , lo
>> importante aprender sobre el pasado , es
>> importante pensar en la historia economica de
>> En conclusion , el audio aporta muchas

RPI1_4 - el
>> El 23 abril de
>> Aquella mañana , los padres de la
>> El misterioso caso de
>> sin embargo , el pueblo North Carthage
>> que había sido el principal sospechoso de la
>> La mujer de 27
>> No obstante , la mujer ha identificado
>> La Guardia Civil ha
>> escondido dentro de la propiedad .
>> poco después de la llegada de Amy
>> a través de las redes sociales ,
>> Aunque la mayoría de la
>> de acoso en las redes sociales durante
>> lo que sienten los padres de Amy
>> Las palabras utilizadas ,
>> La policía llevará a
>> Amy está bajo la supervisión cercana de
>> La madre de Amy
>> Nunca pierdas la esperanza .

",8,0
RPI1,RPI1_1,"['RPI1_2', 'RPI1_3', 'RPI1_4']",aunque el confinamiento o el aburrimiento parece (el núcleo) [la base] del castigo,el núcleo,,0,la base,"RPI1_3 - la base
>> sistema educacional forma la base de este asunto

",1,0
RPI1,RPI1_1,"['RPI1_2', 'RPI1_3', 'RPI1_4']","deshumaniza a los individuos (a) [hasta] tal grado que, al salir de la prisión, no pueden contribuir",a,"RPI1_2 - a
>> y apresuradamente vinieron a ayudar .
>> A pesar de sus
>> Fui a Wales , Alaska
>> discusión en torno a el fenómeno antedicho
>> y han empezado a hablar de esto
>> hablaron , pese a lo que pasó
>> no es algo a el cual podemos
>> esto puede llevar a que los animales
>> el hielo ártico a una tasa de
>> calor de vuelta a el espacio ,
>> A su vez ,
>> permanecido congelada durante a el menos dos
>> lo que conduce a un aumento de
>> "" en cuanto a el cambio climático

RPI1_3 - a
>> completo en cuanto a el concepto de
>> sin embargo , a mi modo de
>> modelo que beneficie a el futuro de
>> por varios economistas a lo largo de
>> educativa que conduce a un circulo vicioso
>> Con respecto a el concepto de
>> A el contrario ,
>> psicologicas en cuanto a la operacion de

RPI1_4 - a
>> ha regresado misteriosamente a su casa después
>> Elliott , informaron a las autoridades que
>> Dunne ha estremecido a la nación ,
>> , ha anunciado a las fuerzas de
>> mujer ha identificado a su raptor como
>> de el tiempo a través de cartas
>> y será llevado a juicio este jueves
>> cercanas que llegaron a su casa para
>> Muchos vinieron a transmitir en vivo
>> dado la bienvenida a Amy con sus
>> descontento con respecto a las opiniones públicas
>> La policía llevará a cabo investigaciones más

",0,hasta,,0,0
RPI1,RPI1_1,"['RPI1_2', 'RPI1_3', 'RPI1_4']",un sistema para los delincuentes que incluya (el) [al] que roba teléfonos y (el) [al] asesino en serie,"el, el","RPI1_2 - el
>> año después de el trágico ataque de
>> Es alarmante la similitud entre los
>> un año , el pueblo escuchó sus
>> sus esfuerzos , la agresion llegó a
>> , esta es la nueva realidad para
>> meses después de el desolador incidente de
>> La memoria de la
>> fuerza impensable , los lugareños lograron centrar
>> y podemos ver los cambios , podemos
>> de esto en la escuela .
>> Los niños no deberían
>> La manera en la
>> Como el aldeano ha comentado
>> Los expertos han constatado
>> Es decir , la probabilidad de que
>> estudio realizado por la Universidad de Harvard
>> El Ártico y la
>> El hielo refleja el
>> temperatura afecta a los cultivos alimentarios ,
>> esto es solo el principio .
>> El deshielo de el
>> se derrite , el metano se propaga
>> efecto que involucra el permahielo , podría
>> El pavoroso incidente ha

RPI1_3 - el
>> La hablante ha logrado
>> es primordial entender el rol de la
>> una reflexion sobre el pasado , es
>> La desigualdad de la
>> ha comentado , el hecho de que
>> economica sino que la de el sistema
>> de calidad donde los estudiantes adquieren conocimientos
>> Con respecto a el concepto de el
>> Sin embargo , la economia es una
>> A el contrario , lo
>> importante aprender sobre el pasado , es
>> importante pensar en la historia economica de
>> En conclusion , el audio aporta muchas

RPI1_4 - el
>> El 23 abril de
>> Aquella mañana , los padres de la
>> El misterioso caso de
>> sin embargo , el pueblo North Carthage
>> que había sido el principal sospechoso de
>> La mujer de 27
>> No obstante , la mujer ha identificado
>> La Guardia Civil ha
>> escondido dentro de la propiedad .
>> poco después de la llegada de Amy
>> a través de las redes sociales ,
>> Aunque la mayoría de la
>> de acoso en las redes sociales durante
>> lo que sienten los padres de Amy
>> Las palabras utilizadas ,
>> La policía llevará a
>> Amy está bajo la supervisión cercana de
>> La madre de Amy
>> Nunca pierdas la esperanza .",0,"al, al","RPI1_2 - a el
>> temperatura afecta a los cultivos alimentarios ,

RPI1_3 - a el
>> Con respecto a el concepto de el
>> A el contrario , lo",0,0
RPI1,RPI1_1,"['RPI1_2', 'RPI1_3', 'RPI1_4']","muchas veces, (temporalmente) [temporal], es decir, previene que el delincuente",temporalmente,,0,temporal,,0,0
RPI1,RPI1_1,"['RPI1_2', 'RPI1_3', 'RPI1_4']","es la mayoría de las veces psicológicamente impotente, [está] en una situación económica",,,0,está,"RPI1_2 - está
>> mujer que solo estaba caminando con su
>> innegable que se está calentando .
>> que el Ártico está calentando se 4

RPI1_4 - está
>> de 27 años está todavía en estado
>> Tras está investigación , Desi
>> Amy , estoy… estamos destrozados .
>> tanto , Amy está bajo la supervisión
>> "" Mi niña está en casa .

",3,0
RPI1,RPI1_1,"['RPI1_2', 'RPI1_3', 'RPI1_4']",y con un (desprendimiento) [desapego] social y emocional más fuerte que nunca,desprendimiento,,0,desapego,,0,0
RPI1,RPI1_1,"['RPI1_2', 'RPI1_3', 'RPI1_4']",más fuerte que nunca (antes),antes,"RPI1_2 - antes
>> , 8 meses antes de el segundo
>> que nunca visto antes .

",0,,,0,0
RPI1,RPI1_1,"['RPI1_2', 'RPI1_3', 'RPI1_4']",con una motivación más alta (a) [para] la delincuencia y con una menor inhibición,a,"RPI1_2 - a
>> y apresuradamente vinieron a ayudar .
>> A pesar de sus
>> Fui a Wales , Alaska
>> discusión en torno a el fenómeno antedicho
>> y han empezado a hablar de esto
>> hablaron , pese a lo que pasó
>> no es algo a el cual podemos
>> esto puede llevar a que los animales
>> el hielo ártico a una tasa de
>> calor de vuelta a el espacio ,
>> A su vez ,
>> permanecido congelada durante a el menos dos
>> lo que conduce a un aumento de
>> "" en cuanto a el cambio climático

RPI1_3 - a
>> completo en cuanto a el concepto de
>> sin embargo , a mi modo de
>> modelo que beneficie a el futuro de
>> por varios economistas a lo largo de
>> educativa que conduce a un circulo vicioso
>> Con respecto a el concepto de
>> A el contrario ,
>> psicologicas en cuanto a la operacion de

RPI1_4 - a
>> ha regresado misteriosamente a su casa después
>> Elliott , informaron a las autoridades que
>> Dunne ha estremecido a la nación ,
>> , ha anunciado a las fuerzas de
>> mujer ha identificado a su raptor como
>> de el tiempo a través de cartas
>> y será llevado a juicio este jueves
>> cercanas que llegaron a su casa para
>> Muchos vinieron a transmitir en vivo
>> dado la bienvenida a Amy con sus
>> descontento con respecto a las opiniones públicas
>> La policía llevará a cabo investigaciones más

",0,para,"RPI1_2 - para
>> eventos demasiado horripilantes para comprender , sin
>> dejado sus huellas para siempre en la
>> sustanciales son decisivos para prevenir que lo

RPI1_3 - para
>> un primer paso para evitar que tantas
>> el Covid 19 para generar un nuevo
>> prohibida por tiempo para España durande el

RPI1_4 - para
>> a su casa para sacar fotos y
>> investigaciones más exhaustivas para establecer los detalles

",0,1
RPI1,RPI1_1,"['RPI1_2', 'RPI1_3', 'RPI1_4']",cualquiera que [este] sea,,,0,este,"RPI1_2 - este
>> sin embargo , esta es la nueva
>> a hablar de esto en la escuela
>> de mentir sobre esto y no deberíamos
>> mundo y que esto puede llevar a
>> probabilidad de que este acontecimiento ocurra ,
>> su vez , este incremento de temperatura
>> Eso sí , esto es solo el
>> Este interminable proceso de

RPI1_3 - este
>> la base de este asunto y como

RPI1_4 - este
>> Esta mañana , Nick
>> hecho una redada esta tarde en el
>> llevado a juicio este jueves .
>> Esta tarde , Nick
>> breve pero conmovedor esta tarde en su

",5,0
RPI1,RPI1_1,"['RPI1_2', 'RPI1_3', 'RPI1_4']",que a veces puede ser subjectiva y (poca) [poco] eficiente,poca,"RPI1_4 - poca
>> fuentes confibles , poco después de la

",0,poco,"RPI1_4 - poco
>> fuentes confibles , poco después de la

",1,0
RPI1,RPI1_1,"['RPI1_2', 'RPI1_3', 'RPI1_4']",porque se centra solo en el crimen (respectivo) [en sí],respectivo,,0,en sí,,0,0
